SessionID;Timestamp;Framecount;Email;DeviceID;FabInputTrials;AccInputTrials;RejInputTrials;Trials;InterTrialInterval_sec;InputWindow_sec;noInputReceivedFabAlarm_sec;FabAlarmVariability_sec;ConfidenceThreshold;BCIProcessingMode;ConsecutiveThresholdBufferSize
b35b397fac1cf79f4a8ca646a918efae;2021-01-29 13:17:10.2367;1;anonymous;672c79dd700423a845a1ad6147a6afcd2d17534f;0;10;10;20;4.5000;4.0000;2.0000;1.0000;0.6500;SingleThreshold;8
