Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;BCIThresholdBuffer;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-28 11:38:35.6183;1;0ef48e2ec52476aabe1cd55f503276ad;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:38:38.1875;17;0ef48e2ec52476aabe1cd55f503276ad;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:38:38.4109;18;0ef48e2ec52476aabe1cd55f503276ad;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 11:38:40.2856;129;0ef48e2ec52476aabe1cd55f503276ad;anonymous;ReceivingData;0.6165;1;(0.632 0.642 0.618 0.616 0.615 0.633 0.639 0.636 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 11:38:40.5189;143;0ef48e2ec52476aabe1cd55f503276ad;anonymous;ReceivingData;0.5878;1;(0.632 0.642 0.618 0.616 0.609 0.606 0.588 0.636 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 11:38:45.6334;366;0ef48e2ec52476aabe1cd55f503276ad;anonymous;NULL;NULL;NULL;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-28 11:38:47.5939;477;0ef48e2ec52476aabe1cd55f503276ad;anonymous;NULL;NULL;NULL;NULL;Open;0;0.0000;0.0000;Running;2.2793;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-28 11:38:47.8413;490;0ef48e2ec52476aabe1cd55f503276ad;anonymous;ReceivingData;0.7384;2;(0.738 0.738 0.637 0.689 0.724 0.734 0.752 0.727 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 11:38:48.8305;543;0ef48e2ec52476aabe1cd55f503276ad;anonymous;ReceivingData;0.5961;2;(0.620 0.596 0.683 0.652 0.670 0.649 0.636 0.604 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 11:38:49.8912;606;0ef48e2ec52476aabe1cd55f503276ad;anonymous;ReceivingData;0.7706;3;(0.675 0.672 0.726 0.771 0.614 0.607 0.628 0.662 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 11:38:51.7613;715;0ef48e2ec52476aabe1cd55f503276ad;anonymous;ReceivingData;0.5873;3;(0.623 0.607 0.587 0.616 0.625 0.622 0.631 0.630 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 11:38:52.5574;762;0ef48e2ec52476aabe1cd55f503276ad;anonymous;ReceivingData;0.6362;4;(0.618 0.628 0.629 0.626 0.612 0.622 0.637 0.636 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:38:52.6053;765;0ef48e2ec52476aabe1cd55f503276ad;anonymous;NULL;NULL;NULL;NULL;Closed;0;0.0167;0.0000;Running;2.2793;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
