Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;BCIThresholdBuffer;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-29 10:47:41.9395;1;c11209fa9394019e1ce7f3ccaaede18d;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 10:47:44.5022;17;c11209fa9394019e1ce7f3ccaaede18d;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 10:47:44.5641;21;c11209fa9394019e1ce7f3ccaaede18d;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 10:47:46.5983;142;c11209fa9394019e1ce7f3ccaaede18d;anonymous;ReceivingData;0.7082;1;(0.729 0.722 0.712 0.708 0.683 0.685 0.689 0.696 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 10:47:48.4150;170;c11209fa9394019e1ce7f3ccaaede18d;anonymous;ReceivingData;0.5877;1;(0.734 0.712 0.687 0.663 0.588 0.711 0.726 0.728 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 10:47:50.9801;301;c11209fa9394019e1ce7f3ccaaede18d;anonymous;ReceivingData;0.7198;2;(0.733 0.738 0.731 0.720 0.696 0.711 0.700 0.710 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 10:47:51.4320;326;c11209fa9394019e1ce7f3ccaaede18d;anonymous;ReceivingData;0.3968;2;(0.714 0.675 0.397 0.720 0.722 0.704 0.747 0.751 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-29 10:47:52.3800;379;c11209fa9394019e1ce7f3ccaaede18d;anonymous;NULL;NULL;NULL;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-29 10:47:54.3619;485;c11209fa9394019e1ce7f3ccaaede18d;anonymous;NULL;NULL;NULL;NULL;Open;0;0.0000;0.0000;Running;3.6883;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-29 10:47:59.3757;778;c11209fa9394019e1ce7f3ccaaede18d;anonymous;NULL;NULL;NULL;NULL;Closed;0;0.0140;0.0000;Running;3.6883;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 10:47:59.3877;778;c11209fa9394019e1ce7f3ccaaede18d;anonymous;NULL;NULL;NULL;NULL;Closed;0;0.0140;0.0000;Running;3.6883;11;0.0000;0;0.0000;8;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
MotorImagery;2021-01-29 10:48:00.2849;831;c11209fa9394019e1ce7f3ccaaede18d;anonymous;ReceivingData;0.7524;3;(0.752 0.671 0.704 0.737 0.736 0.756 0.744 0.753 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 10:48:00.4195;839;c11209fa9394019e1ce7f3ccaaede18d;anonymous;ReceivingData;0.6139;3;(0.752 0.665 0.614 0.737 0.736 0.756 0.744 0.753 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:48:01.3696;895;c11209fa9394019e1ce7f3ccaaede18d;anonymous;NULL;NULL;NULL;NULL;Open;1;0.0000;0.0000;Running;3.0932;11;0.0000;0;0.0000;8;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
