Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;BCIThresholdBuffer;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
InputWindowChange;2021-01-26 09:20:02.3180;2242;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;1;-4.2273;0.0000;Running;1.8430;14;0.0000;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:20:02.3180;2242;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;1;-4.2273;0.0000;Running;1.8430;13;0.0500;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-26 09:20:02.3379;2243;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6778;3;(0.678 0.706 0.710 0.724 0.726 0.744 0.730 0.708 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:20:05.4112;2425;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.8101;4;(0.761 0.772 0.773 0.810 0.728 0.722 0.743 0.758 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:20:08.2085;2590;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6571;4;(0.746 0.657 0.869 0.857 0.848 0.853 0.804 0.781 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:08.5625;2611;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Open;2;0.0000;0.0000;Running;4.8178;13;0.0500;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-26 09:20:09.5030;2659;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.7918;5;(0.718 0.752 0.816 0.834 0.808 0.804 0.794 0.792 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:09.5040;2659;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;2;-4.0585;0.0000;Running;4.8178;13;0.0500;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:20:09.5050;2659;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;2;-4.0585;0.0000;Running;4.8178;12;0.1000;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-26 09:20:11.9054;2788;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6931;5;(0.874 0.866 0.864 0.844 0.823 0.796 0.748 0.693 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:20:14.2176;2924;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.7525;6;(0.751 0.759 0.752 0.756 0.786 0.777 0.752 0.733 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:20:14.2365;2925;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6726;6;(0.751 0.759 0.752 0.756 0.786 0.777 0.752 0.673 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:15.5675;3003;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Open;3;0.0000;0.0000;Running;3.3056;12;0.1000;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-26 09:20:16.6380;3066;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.8726;7;(0.712 0.748 0.755 0.769 0.750 0.806 0.860 0.873 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:20:17.3057;3105;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6470;7;(0.731 0.700 0.647 0.853 0.802 0.764 0.763 0.749 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:20:18.3056;3164;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.8713;8;(0.849 0.845 0.858 0.871 0.728 0.794 0.830 0.836 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:18.8794;3198;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;3;-1.6887;0.0000;Running;3.3056;12;0.1000;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:20:18.8824;3198;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;3;-1.6887;0.0000;Running;3.3056;12;0.1000;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
Rest;2021-01-26 09:20:19.0845;3210;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6864;8;(0.789 0.742 0.722 0.730 0.743 0.738 0.702 0.686 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:20:20.9692;3321;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.7010;9;(0.762 0.777 0.780 0.757 0.720 0.723 0.701 0.749 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:20:20.9851;3322;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6905;9;(0.762 0.777 0.780 0.757 0.720 0.723 0.701 0.690 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:22.5819;3416;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Open;4;0.0000;0.0000;Running;2.6447;12;0.1000;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-26 09:20:22.9190;3436;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.8330;10;(0.833 0.770 0.814 0.817 0.783 0.821 0.822 0.833 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:22.9200;3436;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;4;-4.6628;0.0000;Running;2.6447;12;0.1000;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:20:22.9200;3436;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;4;-4.6628;0.0000;Running;2.6447;11;0.1500;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-26 09:20:24.3175;3518;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6250;10;(0.755 0.758 0.770 0.765 0.738 0.731 0.718 0.625 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:20:27.3811;3697;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.8193;11;(0.776 0.807 0.819 0.749 0.767 0.756 0.755 0.778 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:20:28.1449;3742;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6763;11;(0.835 0.840 0.846 0.812 0.742 0.722 0.719 0.676 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:29.5880;3827;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Open;5;0.0000;0.0000;Running;3.8004;11;0.1500;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-26 09:20:30.0508;3854;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.7868;12;(0.775 0.762 0.769 0.786 0.773 0.781 0.787 0.736 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:20:32.6139;4005;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6714;12;(0.740 0.721 0.671 0.835 0.807 0.815 0.792 0.782 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:33.4043;4052;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;5;-1.1840;0.0000;Running;3.8004;11;0.1500;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:20:33.4073;4052;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;5;-1.1840;0.0000;Running;3.8004;11;0.1500;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
InputWindowChange;2021-01-26 09:20:36.6028;4240;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Open;6;0.0000;0.0000;Running;2.5861;11;0.1500;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-26 09:20:37.3344;4283;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.9191;13;(0.909 0.919 0.741 0.769 0.798 0.823 0.837 0.883 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:37.3344;4283;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;6;-4.2706;0.0000;Running;2.5861;11;0.1500;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:20:37.3354;4283;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;6;-4.2706;0.0000;Running;2.5861;10;0.2000;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-26 09:20:37.9815;4321;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6234;13;(0.751 0.751 0.702 0.623 0.860 0.841 0.829 0.798 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:20:42.3318;4578;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.8396;14;(0.779 0.805 0.823 0.828 0.840 0.739 0.732 0.788 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:43.6239;4654;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Open;7;0.0000;0.0000;Running;4.2606;10;0.2000;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-26 09:20:43.9999;4676;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6315;14;(0.632 0.814 0.805 0.764 0.755 0.733 0.738 0.721 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:20:44.7321;4719;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.7848;15;(0.725 0.719 0.750 0.785 0.704 0.720 0.702 0.721 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:44.7321;4719;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;7;-3.8912;0.0000;Running;4.2606;10;0.2000;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:20:44.7331;4719;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;7;-3.8912;0.0000;Running;4.2606;9;0.2500;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-26 09:20:45.6302;4772;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6867;15;(0.753 0.714 0.687 0.811 0.788 0.783 0.761 0.757 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:20:50.2317;5043;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.8630;16;(0.710 0.744 0.781 0.795 0.807 0.837 0.869 0.863 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:50.6227;5066;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Open;8;0.0000;0.0000;Running;4.6344;9;0.2500;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-26 09:20:52.5904;5183;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6759;16;(0.868 0.857 0.843 0.837 0.821 0.777 0.713 0.676 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:20:55.3489;5346;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.8266;17;(0.788 0.815 0.804 0.813 0.827 0.709 0.718 0.734 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:55.3489;5346;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;8;-0.2716;0.0000;Running;4.6344;9;0.2500;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:20:55.3529;5346;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;8;-0.2716;0.0000;Running;4.6344;8;0.3000;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-26 09:20:56.8754;5436;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6764;17;(0.743 0.739 0.733 0.716 0.715 0.714 0.676 0.747 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:20:57.5323;5475;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.7931;18;(0.782 0.761 0.793 0.736 0.748 0.781 0.769 0.773 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:20:57.6410;5481;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Open;9;0.0000;0.0000;Running;2.4456;8;0.3000;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-26 09:21:01.6090;5716;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6617;18;(0.754 0.786 0.798 0.784 0.764 0.726 0.662 0.758 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:21:02.6380;5777;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;9;0.0011;0.0000;Running;2.4456;8;0.3000;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:21:02.6440;5777;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;9;0.0011;0.0000;Running;2.4456;8;0.3000;3;0.1500;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
MotorImagery;2021-01-26 09:21:03.1422;5807;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.7557;19;(0.723 0.749 0.772 0.752 0.747 0.758 0.756 0.726 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:21:03.1612;5808;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.5555;19;(0.723 0.749 0.772 0.752 0.747 0.758 0.756 0.556 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:21:04.6478;5895;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Open;10;0.0000;0.0000;Running;3.4038;8;0.3000;3;0.1500;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-26 09:21:06.3322;5995;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.7730;20;(0.767 0.762 0.781 0.780 0.773 0.702 0.722 0.728 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:21:06.3332;5995;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;10;-3.3146;0.0000;Running;3.4038;8;0.3000;3;0.1500;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:21:06.3361;5995;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;10;-3.3146;0.0000;Running;3.4038;7;0.3500;3;0.1500;0;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-26 09:21:08.0067;6094;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6459;20;(0.725 0.646 0.857 0.851 0.820 0.804 0.775 0.712 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:21:11.6622;6310;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Open;11;0.0000;0.0000;Running;2.7267;7;0.3500;3;0.1500;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-26 09:21:13.6225;6426;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.8715;21;(0.751 0.798 0.825 0.857 0.870 0.872 0.709 0.741 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:21:13.6225;6426;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;11;-3.0383;0.0000;Running;2.7267;7;0.3500;3;0.1500;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:21:13.6225;6426;014ea9e4a57f5c9a1b330982d74771f3;anonymous;NULL;NULL;NULL;NULL;Closed;11;-3.0383;0.0000;Running;2.7267;6;0.4000;3;0.1500;0;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-26 09:21:14.8983;6501;014ea9e4a57f5c9a1b330982d74771f3;anonymous;ReceivingData;0.6361;21;(0.866 0.803 0.702 0.636 0.916 0.895 0.863 0.856 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
