Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;TrialGoal
BCIStateUpdated;2021-02-02 11:01:02.2560;1;9435a460f8e9e7b845ffa4c30ed217ef;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 11:01:05.3911;16;9435a460f8e9e7b845ffa4c30ed217ef;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 11:01:05.4430;18;9435a460f8e9e7b845ffa4c30ed217ef;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-02-02 11:01:07.0920;151;9435a460f8e9e7b845ffa4c30ed217ef;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-02-02 11:01:08.5712;232;9435a460f8e9e7b845ffa4c30ed217ef;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7849;1;NULL
Rest;2021-02-02 11:01:08.7936;248;9435a460f8e9e7b845ffa4c30ed217ef;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7283;1;NULL
InputWindowChange;2021-02-02 11:01:15.3705;777;9435a460f8e9e7b845ffa4c30ed217ef;anonymous;NULL;Open;0;0.0000;0.0000;Running;1.5231;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-02-02 11:01:19.3567;1057;9435a460f8e9e7b845ffa4c30ed217ef;anonymous;NULL;Closed;0;0.0092;0.0000;Running;1.5231;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-02-02 11:01:19.3707;1057;9435a460f8e9e7b845ffa4c30ed217ef;anonymous;NULL;Closed;0;0.0092;0.0000;Running;1.5231;11;0.0000;0;0.0000;8;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;AccInput
MotorImagery;2021-02-02 11:01:26.6688;1632;9435a460f8e9e7b845ffa4c30ed217ef;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7632;2;NULL
