Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;BCIThresholdBuffer;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-28 08:53:41.6818;1;e1a731b23a17eaf91616f84100137866;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 08:53:44.2457;15;e1a731b23a17eaf91616f84100137866;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 08:53:44.4587;16;e1a731b23a17eaf91616f84100137866;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 08:53:44.7724;23;e1a731b23a17eaf91616f84100137866;anonymous;ReceivingData;0.8360;1;(0.940 0.927 0.918 0.914 0.903 0.875 0.832 0.836 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 08:53:45.4954;66;e1a731b23a17eaf91616f84100137866;anonymous;ReceivingData;0.6138;1;(0.746 0.750 0.701 0.716 0.614 0.745 0.738 0.730 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 08:53:49.2399;208;e1a731b23a17eaf91616f84100137866;anonymous;ReceivingData;0.8111;2;(0.762 0.759 0.746 0.777 0.815 0.811 0.712 0.725 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 08:53:49.3462;213;e1a731b23a17eaf91616f84100137866;anonymous;ReceivingData;0.6930;2;(0.792 0.715 0.693 0.777 0.815 0.811 0.793 0.798 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 08:53:52.3659;379;e1a731b23a17eaf91616f84100137866;anonymous;NULL;NULL;NULL;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-28 08:53:54.3260;488;e1a731b23a17eaf91616f84100137866;anonymous;NULL;NULL;NULL;NULL;Open;0;0.0000;0.0000;Running;4.6631;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-28 08:53:57.0166;647;e1a731b23a17eaf91616f84100137866;anonymous;ReceivingData;0.8939;3;(0.756 0.757 0.811 0.847 0.863 0.894 0.708 0.739 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 08:53:57.0216;647;e1a731b23a17eaf91616f84100137866;anonymous;NULL;NULL;NULL;NULL;Closed;0;-2.3085;0.0000;Running;4.6631;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
