SessionID;Timestamp;Framecount;Email;DeviceID;FabInputTrials;AccInputTrials;RejInputTrials;Trials;InterTrialInterval_sec;InputWindow_sec;noInputReceivedFabAlarm_sec;FabAlarmVariability_sec;ConfidenceThreshold;BCIProcessingMode;ConsecutiveThresholdBufferSize
e1a731b23a17eaf91616f84100137866;2021-01-28 08:53:41.6748;1;anonymous;672c79dd700423a845a1ad6147a6afcd2d17534f;6;10;4;20;2.0000;5.0000;3.0000;1.9000;0.7000;ConsecutiveThreshold;8

