Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;BCIThresholdBuffer;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-29 09:51:25.5564;1;bfda39d589645875962512e6a33291b5;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 09:51:28.8378;11;bfda39d589645875962512e6a33291b5;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 09:51:28.9520;18;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:51:36.0972;443;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8523;1;(0.852 0.834 0.862 0.878 0.869 0.842 0.822 0.822 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:51:36.3674;459;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7619;1;(0.852 0.854 0.845 0.812 0.762 0.842 0.822 0.822 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:51:37.7808;543;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7822;2;(0.812 0.818 0.785 0.785 0.782 0.773 0.796 0.802 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:51:37.7977;544;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7435;2;(0.812 0.818 0.785 0.785 0.782 0.744 0.796 0.802 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:51:38.3871;579;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8131;3;(0.812 0.829 0.813 0.808 0.797 0.802 0.813 0.791 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:51:38.5213;587;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7518;3;(0.752 0.829 0.813 0.808 0.797 0.802 0.813 0.803 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:51:40.0852;680;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8345;4;(0.838 0.846 0.841 0.835 0.825 0.849 0.834 0.819 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:51:41.4874;762;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7696;4;(0.790 0.787 0.770 0.828 0.826 0.821 0.808 0.779 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:51:41.9731;791;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7767;5;(0.789 0.790 0.777 0.778 0.779 0.790 0.775 0.782 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:51:42.1090;799;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7611;5;(0.789 0.790 0.777 0.775 0.761 0.790 0.775 0.782 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:51:42.6063;828;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8379;6;(0.817 0.825 0.807 0.834 0.823 0.838 0.772 0.789 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:51:43.2645;867;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7661;6;(0.766 0.811 0.823 0.844 0.855 0.867 0.802 0.777 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:51:46.5053;986;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7942;7;(0.801 0.815 0.812 0.813 0.816 0.794 0.785 0.798 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:51:46.5564;989;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7553;7;(0.755 0.815 0.812 0.813 0.816 0.794 0.811 0.795 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:51:48.6302;1112;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8487;8;(0.840 0.849 0.800 0.814 0.797 0.792 0.784 0.832 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:51:51.1696;1263;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7671;8;(0.858 0.821 0.790 0.767 0.872 0.883 0.882 0.872 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:51:51.7094;1295;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7972;9;(0.792 0.804 0.776 0.800 0.801 0.797 0.788 0.783 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:51:51.8256;1302;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.6210;9;(0.792 0.804 0.776 0.800 0.801 0.797 0.791 0.621 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:51:55.1560;1439;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8343;10;(0.798 0.803 0.828 0.835 0.802 0.823 0.834 0.801 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:51:55.5359;1462;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.2027;10;(0.856 0.854 0.866 0.885 0.884 0.203 0.834 0.841 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:52:02.1548;1796;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.9202;11;(0.897 0.908 0.921 0.920 0.782 0.825 0.836 0.845 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:52:02.7113;1829;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7434;11;(0.891 0.835 0.819 0.805 0.783 0.743 0.904 0.890 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:52:04.0722;1910;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8699;12;(0.801 0.848 0.841 0.870 0.791 0.794 0.792 0.798 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:52:04.3251;1925;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7496;12;(0.801 0.848 0.841 0.870 0.866 0.849 0.847 0.750 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:52:14.3277;2456;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8285;13;(0.816 0.796 0.801 0.796 0.790 0.815 0.829 0.773 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-29 09:52:15.8290;2539;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Closed;0;0.0000;0.0000;Running;0.0000;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-29 09:52:16.3676;2568;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7436;13;(0.774 0.744 0.843 0.829 0.824 0.823 0.817 0.830 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:52:17.7971;2645;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Open;0;0.0000;0.0000;Running;2.3340;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-29 09:52:19.2778;2730;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8823;14;(0.879 0.882 0.785 0.772 0.780 0.804 0.860 0.875 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:52:19.2809;2730;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Closed;0;-3.5207;0.0000;Running;2.3340;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:52:19.2928;2730;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Closed;0;-3.5207;0.0000;Running;2.3340;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-29 09:52:20.1937;2784;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7368;14;(0.812 0.737 0.878 0.867 0.866 0.822 0.834 0.812 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:52:21.7153;2874;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8646;15;(0.863 0.865 0.821 0.835 0.856 0.858 0.843 0.863 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:52:21.8655;2883;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7694;15;(0.863 0.865 0.825 0.803 0.769 0.858 0.843 0.863 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:52:22.8838;2943;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8245;16;(0.786 0.786 0.778 0.819 0.832 0.824 0.779 0.791 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:52:23.0055;2950;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7616;16;(0.786 0.786 0.778 0.819 0.832 0.824 0.773 0.762 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:52:24.8066;3056;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Open;1;0.0000;0.0000;Running;1.9801;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-29 09:52:24.9242;3063;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8808;17;(0.881 0.808 0.824 0.862 0.880 0.888 0.881 0.872 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:52:26.7952;3173;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Closed;1;-3.0076;0.0000;Running;1.9801;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:52:26.7962;3173;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Closed;1;-3.0076;0.0000;Running;1.9801;13;0.0500;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
Rest;2021-01-29 09:52:27.3308;3204;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7394;17;(0.809 0.798 0.825 0.834 0.823 0.806 0.799 0.739 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:52:29.2953;3312;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7888;18;(0.789 0.803 0.827 0.823 0.837 0.802 0.770 0.774 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:52:29.3990;3318;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7643;18;(0.789 0.771 0.764 0.823 0.837 0.802 0.770 0.774 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:52:31.4598;3436;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8689;19;(0.809 0.849 0.882 0.879 0.869 0.788 0.795 0.795 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:52:31.8089;3456;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Open;2;0.0000;0.0000;Running;4.2202;13;0.0500;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-29 09:52:31.8089;3456;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7439;19;(0.798 0.784 0.744 0.879 0.869 0.862 0.848 0.835 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:52:33.1539;3514;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8431;20;(0.843 0.793 0.816 0.829 0.865 0.875 0.853 0.835 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:52:33.4733;3531;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7550;20;(0.843 0.821 0.826 0.812 0.809 0.787 0.755 0.835 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:52:33.9700;3560;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8386;21;(0.816 0.812 0.819 0.824 0.838 0.833 0.839 0.773 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:52:36.0390;3680;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Closed;2;-0.7693;0.0000;Running;4.2202;13;0.0500;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:52:36.0420;3680;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Closed;2;-0.7693;0.0000;Running;4.2202;13;0.0500;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
Rest;2021-01-29 09:52:36.4140;3702;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7573;21;(0.757 0.877 0.874 0.883 0.859 0.850 0.831 0.783 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:52:38.3120;3811;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.9115;22;(0.771 0.824 0.868 0.895 0.907 0.912 0.920 0.911 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:52:38.8127;3840;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Open;3;0.0000;0.0000;Running;1.9965;13;0.0500;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-29 09:52:42.4146;4049;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7627;22;(0.841 0.844 0.810 0.763 0.848 0.879 0.865 0.861 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:52:43.1889;4094;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8389;23;(0.822 0.839 0.798 0.806 0.784 0.788 0.785 0.813 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:52:43.1899;4094;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Closed;3;-0.6255;0.0000;Running;1.9965;13;0.0500;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:52:43.1909;4094;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Closed;3;-0.6255;0.0000;Running;1.9965;12;0.1000;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-29 09:52:44.2152;4154;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7324;23;(0.812 0.792 0.732 0.890 0.885 0.854 0.844 0.817 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:52:45.8230;4249;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Open;4;0.0000;0.0000;Running;1.6330;12;0.1000;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-29 09:52:46.2641;4275;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.8400;24;(0.824 0.846 0.854 0.844 0.840 0.793 0.806 0.798 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:52:46.2671;4275;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Closed;4;-4.5582;0.0000;Running;1.6330;12;0.1000;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:52:46.2681;4275;bfda39d589645875962512e6a33291b5;anonymous;NULL;NULL;NULL;NULL;Closed;4;-4.5582;0.0000;Running;1.6330;11;0.1500;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-29 09:52:47.2819;4335;bfda39d589645875962512e6a33291b5;anonymous;ReceivingData;0.7572;24;(0.785 0.777 0.787 0.799 0.771 0.757 0.800 0.777 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
