Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber
BCIStateUpdated;2021-02-02 12:58:12.9352;1;2b14b8857ae6aa26409deb750e7448a4;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 12:58:15.4574;90;2b14b8857ae6aa26409deb750e7448a4;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 12:58:15.4683;91;2b14b8857ae6aa26409deb750e7448a4;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-02-02 12:58:17.5573;278;2b14b8857ae6aa26409deb750e7448a4;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:58:26.2051;933;2b14b8857ae6aa26409deb750e7448a4;anonymous;NULL;Open;0;0.0000;0.0000;Running;2.3897;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:58:30.2025;1261;2b14b8857ae6aa26409deb750e7448a4;anonymous;NULL;Closed;0;0.0111;0.0000;Running;2.3897;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-02-02 12:58:30.2194;1261;2b14b8857ae6aa26409deb750e7448a4;anonymous;NULL;Closed;0;0.0111;0.0000;Running;2.3897;14;0.0000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL
InputWindowChange;2021-02-02 12:58:41.3771;2115;2b14b8857ae6aa26409deb750e7448a4;anonymous;NULL;Open;1;0.0111;0.0000;Running;1.3793;14;0.0000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-02-02 12:58:45.2599;2434;2b14b8857ae6aa26409deb750e7448a4;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7367;1
InputWindowChange;2021-02-02 12:58:45.2609;2434;2b14b8857ae6aa26409deb750e7448a4;anonymous;NULL;Closed;1;-0.0950;0.0000;Running;1.3793;14;0.0000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
