Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-26 08:56:34.0041;1;aff3d55bd2b310256fbb3a440a3565a6;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-26 08:56:36.5209;86;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-26 08:56:36.5902;87;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 08:56:37.8818;155;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7215;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 08:56:38.0533;165;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6868;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-26 08:56:38.2658;177;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Closed;0;0.0000;0.0000;Running;0.0000;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-26 08:56:46.5369;728;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Open;0;0.0000;0.0000;Running;2.2533;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-26 08:56:48.4784;864;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7334;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 08:56:48.4794;864;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Closed;0;-2.0410;0.0000;Running;2.2533;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 08:56:48.4904;864;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Closed;0;-2.0410;0.0000;Running;2.2533;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-26 08:56:49.6150;943;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6976;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 08:56:52.3468;1128;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7197;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 08:56:54.0824;1252;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6734;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 08:56:56.4532;1396;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7129;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 08:56:56.6447;1406;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6961;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 08:56:58.6387;1531;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Open;1;-2.0410;0.0000;Running;1.0684;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-26 08:56:59.7040;1605;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Closed;1;-4.9555;0.0000;Running;1.0684;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 08:56:59.7120;1605;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Closed;1;-4.9555;0.0000;Running;1.0684;13;0.0500;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
MotorImagery;2021-01-26 08:57:03.5500;1867;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7256;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 08:57:04.4545;1929;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6626;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 08:57:09.9398;2287;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7064;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 08:57:10.0236;2293;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Open;2;-4.9555;0.0000;Running;1.3315;13;0.0500;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-26 08:57:10.3343;2315;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6871;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 08:57:10.3463;2316;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7171;7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 08:57:11.3435;2386;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Closed;2;-7.6173;0.0000;Running;1.3315;13;0.0500;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 08:57:11.3445;2386;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Closed;2;-7.6173;0.0000;Running;1.3315;13;0.0500;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
Rest;2021-01-26 08:57:11.6179;2405;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6972;7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 08:57:11.7245;2412;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7476;8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 08:57:11.9878;2429;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6901;8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 08:57:12.1036;2436;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7076;9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 08:57:12.1125;2437;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6856;9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 08:57:12.2527;2445;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7123;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 08:57:13.2540;2514;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.5565;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 08:57:21.0444;3032;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7143;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 08:57:21.7472;3081;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Open;3;-7.6173;0.0000;Running;2.9615;13;0.0500;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-26 08:57:23.2150;3179;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6988;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 08:57:24.6936;3281;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Closed;3;-8.6499;0.0000;Running;2.9615;13;0.0500;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 08:57:24.6986;3281;aff3d55bd2b310256fbb3a440a3565a6;anonymous;NULL;NULL;NULL;Closed;3;-8.6499;0.0000;Running;2.9615;13;0.0500;3;0.1500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
MotorImagery;2021-01-26 08:57:24.8886;3295;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7031;12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 08:57:25.0083;3302;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6750;12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 08:57:25.0193;3304;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7070;13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 08:57:25.1210;3310;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6967;13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 08:57:25.1410;3311;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.7108;14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 08:57:25.3863;3328;aff3d55bd2b310256fbb3a440a3565a6;anonymous;ReceivingData;0.6766;14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
