Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber
InputWindowChange;2021-01-29 15:02:19.7243;6450;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;6;-7.2610;0.0000;Running;2.7770;11;0.1000;5;0.0500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:02:19.7253;6450;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;6;-7.2610;0.0000;Running;2.7770;11;0.1000;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput;NULL;NULL
InputWindowChange;2021-01-29 15:02:29.4984;7132;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;7;-7.2610;0.0000;Running;2.4908;11;0.1000;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-29 15:02:32.0651;7315;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7679;12
InputWindowChange;2021-01-29 15:02:32.0651;7315;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;7;-8.6671;0.0000;Running;2.4908;11;0.1000;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:02:32.0661;7315;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;7;-8.6671;0.0000;Running;2.4908;10;0.1500;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL
Rest;2021-01-29 15:02:32.2262;7325;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7244;12
InputWindowChange;2021-01-29 15:02:41.8922;8000;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;8;-8.6671;0.0000;Running;2.9056;10;0.1500;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-29 15:02:44.7834;8194;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;8;-9.7514;0.0000;Running;2.9056;10;0.1500;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:02:44.7864;8194;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;8;-9.7514;0.0000;Running;2.9056;10;0.1500;3;0.1500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput;NULL;NULL
InputWindowChange;2021-01-29 15:02:54.3751;8850;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;9;-9.7514;0.0000;Running;1.8803;10;0.1500;3;0.1500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-29 15:02:55.5695;8935;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7728;13
InputWindowChange;2021-01-29 15:02:55.5695;8935;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;9;-12.5381;0.0000;Running;1.8803;10;0.1500;3;0.1500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:02:55.5695;8935;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;9;-12.5381;0.0000;Running;1.8803;9;0.2000;3;0.1500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL
Rest;2021-01-29 15:02:56.3689;8990;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7216;13
InputWindowChange;2021-01-29 15:03:06.0981;9666;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;10;-12.5381;0.0000;Running;2.5979;9;0.2000;3;0.1500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-29 15:03:08.6919;9839;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;10;-13.9206;0.0000;Running;2.5979;9;0.2000;3;0.1500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:03:08.6929;9839;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;10;-13.9206;0.0000;Running;2.5979;9;0.2000;2;0.2000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput;NULL;NULL
MotorImagery;2021-01-29 15:03:12.0650;10075;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7566;14
Rest;2021-01-29 15:03:14.2894;10231;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7490;14
MotorImagery;2021-01-29 15:03:16.9375;10420;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7690;15
Rest;2021-01-29 15:03:17.0352;10426;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7432;15
InputWindowChange;2021-01-29 15:03:18.5562;10527;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;11;-13.9206;0.0000;Running;2.6324;9;0.2000;2;0.2000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-29 15:03:22.5355;10799;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;11;-13.9195;0.0000;Running;2.6324;9;0.2000;2;0.2000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:03:22.5375;10799;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;11;-13.9195;0.0000;Running;2.6324;10;0.2000;2;0.2000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL
MotorImagery;2021-01-29 15:03:22.8008;10816;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7627;16
Rest;2021-01-29 15:03:22.9714;10828;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7498;16
MotorImagery;2021-01-29 15:03:23.2038;10843;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7593;17
Rest;2021-01-29 15:03:23.3379;10853;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7225;17
MotorImagery;2021-01-29 15:03:24.4764;10935;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7567;18
Rest;2021-01-29 15:03:24.6010;10944;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7452;18
MotorImagery;2021-01-29 15:03:33.5720;11567;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7954;19
InputWindowChange;2021-01-29 15:03:33.6637;11573;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;12;-13.9195;0.0000;Running;1.8439;10;0.2000;2;0.2000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
Rest;2021-01-29 15:03:34.9680;11664;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7481;19
MotorImagery;2021-01-29 15:03:35.3565;11690;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7794;20
Rest;2021-01-29 15:03:35.4931;11700;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7343;20
InputWindowChange;2021-01-29 15:03:35.5051;11701;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;12;-16.0680;0.0000;Running;1.8439;10;0.2000;2;0.2000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:03:35.5101;11701;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;12;-16.0680;0.0000;Running;1.8439;10;0.2000;1;0.2500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput;NULL;NULL
InputWindowChange;2021-01-29 15:03:45.7211;12393;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;13;-16.0680;0.0000;Running;1.4920;10;0.2000;1;0.2500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-29 15:03:46.9891;12483;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7515;21
InputWindowChange;2021-01-29 15:03:46.9911;12483;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;13;-18.7805;0.0000;Running;1.4920;10;0.2000;1;0.2500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:03:46.9941;12483;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;13;-18.7805;0.0000;Running;1.4920;9;0.2500;1;0.2500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL
Rest;2021-01-29 15:03:47.8315;12541;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7327;21
MotorImagery;2021-01-29 15:03:50.6822;12737;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7628;22
Rest;2021-01-29 15:03:50.8274;12747;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7469;22
InputWindowChange;2021-01-29 15:03:57.2219;13189;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Open;14;-18.7805;0.0000;Running;1.6019;9;0.2500;1;0.2500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-29 15:04:01.2172;13464;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;14;-18.7639;0.0000;Running;1.6019;9;0.2500;1;0.2500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-29 15:04:01.2251;13464;89fec5ba632fa8abca853d6be2a0ec25;anonymous;NULL;Closed;14;-18.7639;0.0000;Running;1.6019;9;0.2500;1;0.2500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL
MotorImagery;2021-01-29 15:04:01.5463;13488;89fec5ba632fa8abca853d6be2a0ec25;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7532;23
