Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2021-02-02 15:26:58.4632;1;69b089b7595735ca49baf9c6034afcc5;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 15:27:01.0498;18;69b089b7595735ca49baf9c6034afcc5;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 15:27:01.1769;25;69b089b7595735ca49baf9c6034afcc5;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-02-02 15:27:05.7618;208;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 15:27:07.7501;323;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Open;0;0.0000;0.0000;Running;1.5656;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 15:27:12.7480;613;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Closed;0;0.0005;0.0000;Running;1.5656;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 15:27:12.7589;613;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Closed;0;0.0005;0.0000;Running;1.5656;11;0.0000;6;0.0000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-02-02 15:27:14.7607;732;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Open;1;0.0000;0.0000;Running;3.5435;11;0.0000;6;0.0000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 15:27:19.7648;1029;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Closed;1;0.0044;0.0000;Running;3.5435;11;0.0000;6;0.0000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 15:27:19.7728;1029;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Closed;1;0.0044;0.0000;Running;3.5435;12;0.0000;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-02-02 15:27:21.7610;1145;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Open;2;0.0000;0.0000;Running;1.3692;12;0.0000;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-02-02 15:27:24.1893;1288;69b089b7595735ca49baf9c6034afcc5;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7620;1;(0.775 0.762 0.859 0.863 0.830 0.814 0.770 0.751 )
InputWindowChange;2021-02-02 15:27:24.1933;1288;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Closed;2;-2.5790;0.0000;Running;1.3692;12;0.0000;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 15:27:24.1993;1288;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Closed;2;-2.5790;0.0000;Running;1.3692;11;0.0500;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-02-02 15:27:24.3559;1292;69b089b7595735ca49baf9c6034afcc5;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7147;1;(0.775 0.762 0.770 0.715 0.830 0.814 0.770 0.751 )
InputWindowChange;2021-02-02 15:27:28.7761;1537;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Open;3;0.0000;0.0000;Running;3.1316;11;0.0500;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-02-02 15:27:33.3884;1800;69b089b7595735ca49baf9c6034afcc5;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8769;2;(0.882 0.877 0.809 0.834 0.880 0.865 0.846 0.832 )
InputWindowChange;2021-02-02 15:27:33.3894;1800;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Closed;3;-0.3870;0.0000;Running;3.1316;11;0.0500;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 15:27:33.3904;1800;69b089b7595735ca49baf9c6034afcc5;anonymous;NULL;Closed;3;-0.3870;0.0000;Running;3.1316;10;0.1000;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
