Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-28 11:33:11.8941;6204;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:33:17.3390;6290;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;16;0.0157;0.0000;Running;4.3864;14;0.0000;0;0.3000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:33:17.3420;6290;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;16;0.0157;0.0000;Running;4.3864;14;0.0000;0;0.3000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
BCIStateUpdated;2021-01-28 11:33:18.0820;6334;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:33:23.0115;6389;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;17;0.0000;0.0000;Running;2.2001;14;0.0000;0;0.3000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:33:24.2918;6465;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:33:30.4774;6595;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:33:35.3894;6648;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;17;0.0075;0.0000;Running;2.2001;14;0.0000;0;0.3000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:33:35.3934;6648;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;17;0.0075;0.0000;Running;2.2001;14;0.0000;0;0.3000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
BCIStateUpdated;2021-01-28 11:33:36.6848;6725;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:33:41.2132;6756;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;18;0.0000;0.0000;Running;3.9942;14;0.0000;0;0.3000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:33:42.8814;6855;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:33:49.0865;6985;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:33:53.6128;7016;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;18;0.0247;0.0000;Running;3.9942;14;0.0000;0;0.3000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:33:53.6178;7016;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;18;0.0247;0.0000;Running;3.9942;14;0.0000;0;0.3000;0;0.6500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
BCIStateUpdated;2021-01-28 11:33:55.2901;7115;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:33:55.5912;7133;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Open;19;0.0000;0.0000;Running;2.2307;14;0.0000;0;0.3000;0;0.6500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:34:01.4798;7245;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:34:07.6817;7376;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 11:34:07.9659;7393;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;19;0.0108;0.0000;Running;2.2307;14;0.0000;0;0.3000;0;0.6500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 11:34:07.9669;7393;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;19;0.0108;0.0000;Running;2.2307;14;0.0000;0;0.3000;0;0.7000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
GameStopped;2021-01-28 11:34:13.6478;7492;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;20;0.0000;0.0000;Stopped;2.2307;14;0.0000;0;0.3000;0;0.7000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
BCIStateUpdated;2021-01-28 11:34:13.8782;7504;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:34:20.0879;7635;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:34:26.9141;7740;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameStopped;2021-01-28 11:34:32.7411;7840;46ccfc3aa2a023ffe054fe52f25f7594;anonymous;NULL;Closed;20;0.0000;0.0000;Stopped;2.2307;14;0.0000;0;0.3000;0;0.7000;0;0.0000;0;0.0000;0;0.0000;NA
