Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-28 09:21:51.9965;1;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 09:21:54.5103;70;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 09:21:55.3750;87;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:21:55.4668;94;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;ReceivingData;0.7707;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 09:21:56.7414;157;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;NULL;NULL;NULL;Closed;0;0.0000;0.0000;Running;0.0000;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-28 09:21:56.8979;163;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;ReceivingData;0.6703;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:21:58.9049;257;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;ReceivingData;0.7229;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:21:58.9078;258;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;ReceivingData;0.6914;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:21:59.1188;271;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;ReceivingData;0.7093;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:21:59.1368;272;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;ReceivingData;0.6979;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:22:01.5812;416;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;ReceivingData;0.8536;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:22:02.6404;470;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;ReceivingData;0.6909;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:22:05.3754;660;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;ReceivingData;0.7091;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 09:22:05.6068;675;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;NULL;NULL;NULL;Open;0;0.0000;0.0000;Running;2.8514;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-28 09:22:05.7713;688;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;ReceivingData;0.6614;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 09:22:09.5795;956;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;NULL;NULL;NULL;Closed;0;0.0001;0.0000;Running;2.8514;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 09:22:09.5924;956;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;NULL;NULL;NULL;Closed;0;0.0001;0.0000;Running;2.8514;14;0.0000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
InputWindowChange;2021-01-28 09:22:19.8963;1616;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;NULL;NULL;NULL;Open;1;0.0001;0.0000;Running;2.8569;14;0.0000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-28 09:22:22.7306;1803;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;NULL;NULL;NULL;Closed;1;-1.1411;0.0000;Running;2.8569;14;0.0000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 09:22:22.7316;1803;5d3a6fd38af2bde4df3f8e9d88916e52;anonymous;NULL;NULL;NULL;Closed;1;-1.1411;0.0000;Running;2.8569;14;0.0000;5;0.0500;0;0.0500;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
