Event;Timestamp;Framecount;SessionID;Email;BCIConfidence;BCIState
Sample;2021-01-28 16:29:59.2863;83;2e54326271b4b3ad65415953e6a6a188;anonymous;0.1608;ReceivingData
Sample;2021-01-28 16:29:59.2903;84;2e54326271b4b3ad65415953e6a6a188;anonymous;0.1684;ReceivingData
Sample;2021-01-28 16:29:59.3920;93;2e54326271b4b3ad65415953e6a6a188;anonymous;0.1834;ReceivingData
Sample;2021-01-28 16:29:59.4060;94;2e54326271b4b3ad65415953e6a6a188;anonymous;0.1996;ReceivingData
Sample;2021-01-28 16:29:59.5217;100;2e54326271b4b3ad65415953e6a6a188;anonymous;0.2179;ReceivingData
Sample;2021-01-28 16:29:59.5336;101;2e54326271b4b3ad65415953e6a6a188;anonymous;0.2215;ReceivingData
Sample;2021-01-28 16:29:59.6603;113;2e54326271b4b3ad65415953e6a6a188;anonymous;0.2472;ReceivingData
Sample;2021-01-28 16:29:59.6743;114;2e54326271b4b3ad65415953e6a6a188;anonymous;0.2447;ReceivingData
Sample;2021-01-28 16:29:59.7760;124;2e54326271b4b3ad65415953e6a6a188;anonymous;0.2403;ReceivingData
Sample;2021-01-28 16:29:59.7909;125;2e54326271b4b3ad65415953e6a6a188;anonymous;0.2145;ReceivingData
Sample;2021-01-28 16:29:59.9206;137;2e54326271b4b3ad65415953e6a6a188;anonymous;0.2318;ReceivingData
Sample;2021-01-28 16:29:59.9276;138;2e54326271b4b3ad65415953e6a6a188;anonymous;0.2781;ReceivingData
Sample;2021-01-28 16:30:00.0373;147;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3821;ReceivingData
Sample;2021-01-28 16:30:00.0423;148;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3338;ReceivingData
Sample;2021-01-28 16:30:00.1717;155;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3250;ReceivingData
Sample;2021-01-28 16:30:00.1757;156;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3023;ReceivingData
Sample;2021-01-28 16:30:00.2060;157;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4080;ReceivingData
Sample;2021-01-28 16:30:00.3402;167;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4406;ReceivingData
Sample;2021-01-28 16:30:00.3592;168;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4882;ReceivingData
Sample;2021-01-28 16:30:00.4230;173;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4211;ReceivingData
Sample;2021-01-28 16:30:00.4380;174;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4194;ReceivingData
Sample;2021-01-28 16:30:00.5766;184;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3638;ReceivingData
Sample;2021-01-28 16:30:00.5976;185;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3507;ReceivingData
Sample;2021-01-28 16:30:00.7382;195;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3560;ReceivingData
Sample;2021-01-28 16:30:00.7532;196;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4024;ReceivingData
Sample;2021-01-28 16:30:00.8768;203;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4193;ReceivingData
Sample;2021-01-28 16:30:00.8938;204;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4513;ReceivingData
Sample;2021-01-28 16:30:00.9277;206;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4910;ReceivingData
Sample;2021-01-28 16:30:00.9666;207;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4893;ReceivingData
Sample;2021-01-28 16:30:01.0603;214;2e54326271b4b3ad65415953e6a6a188;anonymous;0.5220;ReceivingData
Sample;2021-01-28 16:30:01.0743;215;2e54326271b4b3ad65415953e6a6a188;anonymous;0.5616;ReceivingData
Sample;2021-01-28 16:30:01.0922;216;2e54326271b4b3ad65415953e6a6a188;anonymous;0.5604;ReceivingData
Sample;2021-01-28 16:30:01.1840;223;2e54326271b4b3ad65415953e6a6a188;anonymous;0.5564;ReceivingData
Sample;2021-01-28 16:30:01.1960;224;2e54326271b4b3ad65415953e6a6a188;anonymous;0.5043;ReceivingData
Sample;2021-01-28 16:30:01.3302;232;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4686;ReceivingData
Sample;2021-01-28 16:30:01.3381;233;2e54326271b4b3ad65415953e6a6a188;anonymous;0.5158;ReceivingData
Sample;2021-01-28 16:30:01.4431;242;2e54326271b4b3ad65415953e6a6a188;anonymous;0.5544;ReceivingData
Sample;2021-01-28 16:30:01.4611;243;2e54326271b4b3ad65415953e6a6a188;anonymous;0.5699;ReceivingData
Sample;2021-01-28 16:30:01.6077;255;2e54326271b4b3ad65415953e6a6a188;anonymous;0.6020;ReceivingData
Sample;2021-01-28 16:30:01.6236;256;2e54326271b4b3ad65415953e6a6a188;anonymous;0.6140;ReceivingData
Sample;2021-01-28 16:30:01.7234;264;2e54326271b4b3ad65415953e6a6a188;anonymous;0.6089;ReceivingData
Sample;2021-01-28 16:30:01.7353;265;2e54326271b4b3ad65415953e6a6a188;anonymous;0.5114;ReceivingData
Sample;2021-01-28 16:30:01.8197;272;2e54326271b4b3ad65415953e6a6a188;anonymous;0.5136;ReceivingData
Sample;2021-01-28 16:30:01.8356;273;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4852;ReceivingData
Sample;2021-01-28 16:30:01.9419;283;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4816;ReceivingData
Sample;2021-01-28 16:30:01.9598;284;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3895;ReceivingData
Sample;2021-01-28 16:30:02.0871;295;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3071;ReceivingData
Sample;2021-01-28 16:30:02.0972;296;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3136;ReceivingData
Sample;2021-01-28 16:30:02.1040;297;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3851;ReceivingData
Sample;2021-01-28 16:30:02.2093;307;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4025;ReceivingData
Sample;2021-01-28 16:30:02.2253;308;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4228;ReceivingData
Sample;2021-01-28 16:30:02.3400;318;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4381;ReceivingData
Sample;2021-01-28 16:30:02.3589;319;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4078;ReceivingData
Sample;2021-01-28 16:30:02.4706;328;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3774;ReceivingData
Sample;2021-01-28 16:30:02.4916;329;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3573;ReceivingData
Sample;2021-01-28 16:30:02.6332;341;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3498;ReceivingData
Sample;2021-01-28 16:30:02.6392;342;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3581;ReceivingData
Sample;2021-01-28 16:30:02.7130;349;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3413;ReceivingData
Sample;2021-01-28 16:30:02.7330;350;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3515;ReceivingData
Sample;2021-01-28 16:30:02.8387;361;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3356;ReceivingData
Sample;2021-01-28 16:30:02.8506;362;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3293;ReceivingData
Sample;2021-01-28 16:30:03.0421;374;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3299;ReceivingData
Sample;2021-01-28 16:30:03.0521;375;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4074;ReceivingData
Sample;2021-01-28 16:30:03.0581;376;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4762;ReceivingData
Sample;2021-01-28 16:30:03.1089;380;2e54326271b4b3ad65415953e6a6a188;anonymous;0.4040;ReceivingData
Sample;2021-01-28 16:30:03.1239;381;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3193;ReceivingData
Sample;2021-01-28 16:30:03.2415;391;2e54326271b4b3ad65415953e6a6a188;anonymous;0.2803;ReceivingData
Sample;2021-01-28 16:30:03.2545;392;2e54326271b4b3ad65415953e6a6a188;anonymous;0.2055;ReceivingData
Sample;2021-01-28 16:30:03.3921;401;2e54326271b4b3ad65415953e6a6a188;anonymous;0.2416;ReceivingData
Sample;2021-01-28 16:30:03.4051;402;2e54326271b4b3ad65415953e6a6a188;anonymous;0.2611;ReceivingData
Sample;2021-01-28 16:30:03.5009;409;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3267;ReceivingData
Sample;2021-01-28 16:30:03.5078;410;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3285;ReceivingData
Sample;2021-01-28 16:30:03.6181;418;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3068;ReceivingData
Sample;2021-01-28 16:30:03.6356;419;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3005;ReceivingData
Sample;2021-01-28 16:30:03.7573;429;2e54326271b4b3ad65415953e6a6a188;anonymous;0.3211;ReceivingData
