Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;BCIThresholdBuffer;TrialGoal
BCIStateUpdated;2021-01-25 15:50:21.9016;1;cc974e682fccc7848259e421594129c7;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-25 15:50:24.4485;44;cc974e682fccc7848259e421594129c7;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-25 15:50:24.5272;53;cc974e682fccc7848259e421594129c7;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-25 15:50:28.6591;644;cc974e682fccc7848259e421594129c7;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:50:30.6538;930;cc974e682fccc7848259e421594129c7;anonymous;NULL;Open;0;0.0000;0.0000;Running;2.7587;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-25 15:50:31.3041;1023;cc974e682fccc7848259e421594129c7;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6852;1;(0.667 0.685 0.645 0.698 0.683 0.705 0.681 0.678 );NULL
InputWindowChange;2021-01-25 15:50:31.3061;1023;cc974e682fccc7848259e421594129c7;anonymous;NULL;Closed;0;-4.3508;0.0000;Running;2.7587;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-25 15:50:31.3081;1023;cc974e682fccc7848259e421594129c7;anonymous;NULL;Closed;0;-4.3508;0.0000;Running;2.7587;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-25 15:50:31.5564;1059;cc974e682fccc7848259e421594129c7;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5925;1;(0.667 0.685 0.685 0.669 0.671 0.592 0.681 0.678 );NULL
InputWindowChange;2021-01-25 15:50:37.6573;1932;cc974e682fccc7848259e421594129c7;anonymous;NULL;Open;1;0.0000;0.0000;Running;1.6248;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:50:42.6583;2648;cc974e682fccc7848259e421594129c7;anonymous;NULL;Closed;1;0.0011;0.0000;Running;1.6248;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-25 15:50:42.6603;2648;cc974e682fccc7848259e421594129c7;anonymous;NULL;Closed;1;0.0011;0.0000;Running;1.6248;13;0.0500;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;AccInput
MotorImagery;2021-01-25 15:50:43.0578;2705;cc974e682fccc7848259e421594129c7;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7210;2;(0.679 0.673 0.690 0.713 0.717 0.721 0.663 0.671 );NULL
Rest;2021-01-25 15:50:43.4557;2762;cc974e682fccc7848259e421594129c7;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6398;2;(0.693 0.690 0.683 0.672 0.665 0.640 0.713 0.717 );NULL
InputWindowChange;2021-01-25 15:50:44.6651;2935;cc974e682fccc7848259e421594129c7;anonymous;NULL;Open;2;0.0000;0.0000;Running;1.8609;13;0.0500;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:50:46.5296;3202;cc974e682fccc7848259e421594129c7;anonymous;NULL;Closed;2;-3.1345;0.0000;Running;1.8609;13;0.0500;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-25 15:50:46.5296;3202;cc974e682fccc7848259e421594129c7;anonymous;NULL;Closed;2;-3.1345;0.0000;Running;1.8609;13;0.0500;5;0.0500;0;0.0500;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;NULL;FabInput
