Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber
BCIStateUpdated;2021-01-28 09:16:26.9973;1;f764c364aaa63005e795d8bbf760a8db;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 09:16:29.7244;11;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 09:16:29.8012;17;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 09:16:31.3785;126;f764c364aaa63005e795d8bbf760a8db;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-28 09:16:39.6974;674;f764c364aaa63005e795d8bbf760a8db;anonymous;NULL;Open;0;0.0000;0.0000;Running;2.6702;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-28 09:16:43.6758;933;f764c364aaa63005e795d8bbf760a8db;anonymous;NULL;Closed;0;0.0024;0.0000;Running;2.6702;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-28 09:16:43.6788;933;f764c364aaa63005e795d8bbf760a8db;anonymous;NULL;Closed;0;0.0024;0.0000;Running;2.6702;10;0.0000;6;0.0000;3;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;RejInput;NULL;NULL
MotorImagery;2021-01-28 09:16:43.9666;951;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7415;1
Rest;2021-01-28 09:16:44.0993;961;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6931;1
MotorImagery;2021-01-28 09:16:44.2249;969;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7075;2
Rest;2021-01-28 09:16:44.2329;970;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5931;2
MotorImagery;2021-01-28 09:16:45.2656;1033;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7575;3
Rest;2021-01-28 09:16:45.6695;1055;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6340;3
InputWindowChange;2021-01-28 09:16:54.9980;1624;f764c364aaa63005e795d8bbf760a8db;anonymous;NULL;Open;1;0.0024;0.0000;Running;1.0977;10;0.0000;6;0.0000;3;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-28 09:16:58.9732;1876;f764c364aaa63005e795d8bbf760a8db;anonymous;NULL;Closed;1;0.0032;0.0000;Running;1.0977;10;0.0000;6;0.0000;3;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-28 09:16:58.9742;1876;f764c364aaa63005e795d8bbf760a8db;anonymous;NULL;Closed;1;0.0032;0.0000;Running;1.0977;11;0.0000;6;0.0000;1;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL
MotorImagery;2021-01-28 09:17:02.1237;2068;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7172;4
Rest;2021-01-28 09:17:03.2665;2142;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6552;4
MotorImagery;2021-01-28 09:17:03.2785;2143;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7730;5
Rest;2021-01-28 09:17:03.4097;2152;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6940;5
MotorImagery;2021-01-28 09:17:03.5110;2159;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7241;6
Rest;2021-01-28 09:17:04.4346;2219;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6319;6
InputWindowChange;2021-01-28 09:17:09.3430;2531;f764c364aaa63005e795d8bbf760a8db;anonymous;NULL;Open;2;0.0032;0.0000;Running;2.5327;11;0.0000;6;0.0000;1;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-28 09:17:11.3267;2659;f764c364aaa63005e795d8bbf760a8db;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7186;7
