Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;BCIThresholdBuffer;TrialGoal
BCIStateUpdated;2021-01-28 08:56:58.4676;1;f5ca009b0b063d8798e6d87b0d912494;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 08:57:01.0336;17;f5ca009b0b063d8798e6d87b0d912494;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 08:57:01.0873;20;f5ca009b0b063d8798e6d87b0d912494;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 08:57:06.7774;201;f5ca009b0b063d8798e6d87b0d912494;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 08:57:08.7478;303;f5ca009b0b063d8798e6d87b0d912494;anonymous;NULL;Open;0;0.0000;0.0000;Running;3.2257;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 08:57:11.5591;464;f5ca009b0b063d8798e6d87b0d912494;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7526;1;(0.719 0.711 0.707 0.712 0.734 0.734 0.760 0.753 );NULL
InputWindowChange;2021-01-28 08:57:11.5680;464;f5ca009b0b063d8798e6d87b0d912494;anonymous;NULL;Closed;0;-2.1877;0.0000;Running;3.2257;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 08:57:11.5700;464;f5ca009b0b063d8798e6d87b0d912494;anonymous;NULL;Closed;0;-2.1877;0.0000;Running;3.2257;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-28 08:57:11.8104;479;f5ca009b0b063d8798e6d87b0d912494;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6055;1;(0.769 0.776 0.722 0.606 0.734 0.734 0.760 0.753 );NULL
InputWindowChange;2021-01-28 08:57:15.7480;711;f5ca009b0b063d8798e6d87b0d912494;anonymous;NULL;Open;1;0.0000;0.0000;Running;1.7524;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 08:57:20.7515;1006;f5ca009b0b063d8798e6d87b0d912494;anonymous;NULL;Closed;1;0.0039;0.0000;Running;1.7524;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 08:57:20.7564;1006;f5ca009b0b063d8798e6d87b0d912494;anonymous;NULL;Closed;1;0.0039;0.0000;Running;1.7524;13;0.0500;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;AccInput
MotorImagery;2021-01-28 08:57:22.6803;1120;f5ca009b0b063d8798e6d87b0d912494;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8654;2;(0.836 0.865 0.716 0.758 0.760 0.783 0.830 0.824 );NULL
InputWindowChange;2021-01-28 08:57:22.7511;1124;f5ca009b0b063d8798e6d87b0d912494;anonymous;NULL;Open;2;0.0000;0.0000;Running;1.8119;13;0.0500;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
Rest;2021-01-28 08:57:23.9891;1178;f5ca009b0b063d8798e6d87b0d912494;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6535;2;(0.730 0.721 0.702 0.755 0.787 0.775 0.725 0.653 );NULL
