Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-29 09:34:29.2484;1;0f753752c887a18be521c3ffd5686896;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 09:34:31.7584;92;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 09:34:31.8412;95;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:32.8604;175;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7933;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-29 09:34:33.4809;237;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-29 09:34:34.6330;358;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7668;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:34.7989;366;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7774;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:34:34.9311;374;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7425;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:35.2782;398;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7783;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:34:35.4298;407;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7494;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:37.1942;547;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.8155;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:34:37.9945;616;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7503;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:40.6568;844;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.8206;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:34:40.7655;854;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7678;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:41.0347;877;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7770;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:34:41.2781;898;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7656;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:41.2950;899;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7869;7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:34:42.5965;1003;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Open;0;0.0000;0.0000;Running;2.9913;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-29 09:34:46.1483;1311;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7596;7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:34:46.5782;1348;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;0;0.0064;0.0000;Running;2.9913;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:34:46.5902;1348;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;0;0.0064;0.0000;Running;2.9913;11;0.0000;6;0.0000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
MotorImagery;2021-01-29 09:34:46.8415;1368;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7855;8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:34:50.3538;1654;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7690;8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:50.6022;1676;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7756;9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:34:50.6271;1677;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7637;9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:51.3966;1744;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7746;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:34:54.4609;1929;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7596;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:54.5746;1936;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7767;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:34:54.9595;1964;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7688;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:54.9785;1965;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7703;12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:34:55.0952;1973;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7670;12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:55.2138;1981;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7984;13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:34:57.3924;2132;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Open;1;0.0064;0.0000;Running;2.5072;11;0.0000;6;0.0000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-29 09:34:58.2611;2192;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7479;13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:34:59.3239;2266;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7887;14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:34:59.8933;2307;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;1;-1.4776;0.0000;Running;2.5072;11;0.0000;6;0.0000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:34:59.8943;2307;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;1;-1.4776;0.0000;Running;2.5072;11;0.0000;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
Rest;2021-01-29 09:35:01.1094;2392;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7678;14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:35:05.0729;2667;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7956;15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:35:07.6030;2843;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7590;15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:35:07.8544;2860;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7761;16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:35:08.3899;2895;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7443;16;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:35:09.4906;2966;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Open;2;-1.4776;0.0000;Running;1.0907;11;0.0000;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-29 09:35:09.5564;2970;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.8153;17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:35:09.5574;2970;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;2;-5.3954;0.0000;Running;1.0907;11;0.0000;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:35:09.5584;2970;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;2;-5.3954;0.0000;Running;1.0907;10;0.0500;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-29 09:35:10.3054;3021;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7694;17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:35:13.6235;3247;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.8108;18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:35:13.8708;3265;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7681;18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:35:13.9902;3273;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7915;19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:35:15.7708;3398;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7311;19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:35:20.1363;3702;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7802;20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:35:20.5717;3730;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Open;3;-5.3954;0.0000;Running;2.5803;10;0.0500;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-29 09:35:24.5676;3999;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;3;-5.3863;0.0000;Running;2.5803;10;0.0500;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:35:24.5686;3999;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;3;-5.3863;0.0000;Running;2.5803;11;0.0500;5;0.0500;0;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
Rest;2021-01-29 09:35:26.6352;4144;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7354;20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:35:28.0893;4243;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.8084;21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:35:29.1022;4316;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7239;21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:35:31.0003;4456;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.8150;22;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:35:32.1403;4536;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7107;22;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:35:34.6997;4711;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7756;23;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:35:35.7620;4786;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Open;4;-5.3863;0.0000;Running;2.5664;11;0.0500;5;0.0500;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-29 09:35:38.3157;4968;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;4;-6.8123;0.0000;Running;2.5664;11;0.0500;5;0.0500;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:35:38.3187;4968;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;4;-6.8123;0.0000;Running;2.5664;11;0.0500;4;0.1000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
Rest;2021-01-29 09:35:39.0338;5018;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.6997;23;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:35:45.0557;5423;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7951;24;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:35:45.2969;5439;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7680;24;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:35:46.1965;5506;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7845;25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:35:48.1306;5643;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Open;5;-6.8123;0.0000;Running;1.3026;11;0.0500;4;0.1000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-29 09:35:51.6953;5898;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7392;25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:35:52.1303;5927;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;5;-6.8037;0.0000;Running;1.3026;11;0.0500;4;0.1000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:35:52.1313;5927;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;5;-6.8037;0.0000;Running;1.3026;12;0.0500;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
MotorImagery;2021-01-29 09:35:53.2089;5999;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7955;26;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:35:53.4908;6019;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7219;26;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:35:57.8143;6330;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7762;27;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:35:57.8283;6331;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7640;27;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:35:57.9689;6340;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7703;28;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:36:02.5133;6659;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Open;6;-6.8037;0.0000;Running;1.5580;12;0.0500;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-29 09:36:06.5117;6932;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;6;-6.7876;0.0000;Running;1.5580;12;0.0500;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:36:06.5157;6932;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;6;-6.7876;0.0000;Running;1.5580;13;0.0500;4;0.1000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
Rest;2021-01-29 09:36:08.5416;7080;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7300;28;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:36:16.8376;7665;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Open;7;-6.7876;0.0000;Running;1.7878;13;0.0500;4;0.1000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-29 09:36:16.8575;7666;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7784;29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:36:17.7583;7728;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7668;29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:36:18.0391;7748;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7702;30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:36:18.6281;7790;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;7;-8.9835;0.0000;Running;1.7878;13;0.0500;4;0.1000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 09:36:18.6321;7790;0f753752c887a18be521c3ffd5686896;anonymous;NULL;NULL;NULL;Closed;7;-8.9835;0.0000;Running;1.7878;13;0.0500;3;0.1500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
Rest;2021-01-29 09:36:19.2799;7831;0f753752c887a18be521c3ffd5686896;anonymous;ReceivingData;0.7634;30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
