Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2021-01-28 12:59:35.8636;1;595789812306e68382b29f4a7643a26c;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 12:59:38.4337;17;595789812306e68382b29f4a7643a26c;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 12:59:38.4626;19;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 12:59:49.2908;527;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 12:59:51.2719;645;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;0;0.0000;0.0000;Running;2.7077;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 12:59:56.2901;941;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;0;0.0165;0.0000;Running;2.7077;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 12:59:56.2991;941;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;0;0.0165;0.0000;Running;2.7077;20;0.0000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 12:59:58.2859;1055;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;1;0.0000;0.0000;Running;4.3818;20;0.0000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:03.2959;1328;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;1;0.0089;0.0000;Running;4.3818;20;0.0000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:00:03.2978;1328;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;1;0.0089;0.0000;Running;4.3818;20;0.0000;0;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:05.2980;1446;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;2;0.0000;0.0000;Running;2.4249;20;0.0000;0;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:10.3079;1741;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;2;0.0107;0.0000;Running;2.4249;20;0.0000;0;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:00:10.3099;1741;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;2;0.0107;0.0000;Running;2.4249;20;0.0000;0;0.0000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:12.2994;1858;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;3;0.0000;0.0000;Running;1.6035;20;0.0000;0;0.0000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 13:00:16.2740;2091;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7369;1;(0.737 0.723 0.724 0.725 0.729 0.736 0.731 0.738 )
InputWindowChange;2021-01-28 13:00:16.2760;2091;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;3;-1.0255;0.0000;Running;1.6035;20;0.0000;0;0.0000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:00:16.2770;2091;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;3;-1.0255;0.0000;Running;1.6035;19;0.0500;0;0.0000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-01-28 13:00:16.6764;2114;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7161;1;(0.737 0.730 0.735 0.729 0.722 0.725 0.716 0.738 )
InputWindowChange;2021-01-28 13:00:19.3002;2265;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;4;0.0000;0.0000;Running;3.6859;19;0.0500;0;0.0000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:24.3080;2559;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;4;0.0079;0.0000;Running;3.6859;19;0.0500;0;0.0000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:00:24.3100;2559;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;4;0.0079;0.0000;Running;3.6859;19;0.0500;0;0.0000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:26.3153;2677;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;5;0.0000;0.0000;Running;2.4975;19;0.0500;0;0.0000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:31.3272;2970;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;5;0.0163;0.0000;Running;2.4975;19;0.0500;0;0.0000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:00:31.3292;2970;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;5;0.0163;0.0000;Running;2.4975;19;0.0500;0;0.0000;0;0.2500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:33.3270;3087;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;6;0.0000;0.0000;Running;4.6105;19;0.0500;0;0.0000;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:38.3356;3380;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;6;0.0119;0.0000;Running;4.6105;19;0.0500;0;0.0000;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:00:38.3386;3380;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;6;0.0119;0.0000;Running;4.6105;19;0.0500;0;0.0000;0;0.3000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:40.3392;3498;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;7;0.0000;0.0000;Running;3.4026;19;0.0500;0;0.0000;0;0.3000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:45.3576;3791;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;7;0.0164;0.0000;Running;3.4026;19;0.0500;0;0.0000;0;0.3000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:00:45.3636;3791;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;7;0.0164;0.0000;Running;3.4026;19;0.0500;0;0.0000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:47.3565;3907;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;8;0.0000;0.0000;Running;2.9685;19;0.0500;0;0.0000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 13:00:50.1367;4070;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7334;2;(0.741 0.743 0.755 0.746 0.742 0.733 0.722 0.724 )
InputWindowChange;2021-01-28 13:00:50.1377;4070;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;8;-2.2175;0.0000;Running;2.9685;19;0.0500;0;0.0000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:00:50.1387;4070;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;8;-2.2175;0.0000;Running;2.9685;18;0.1000;0;0.0000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-01-28 13:00:50.2812;4078;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7178;2;(0.741 0.743 0.755 0.746 0.742 0.733 0.728 0.718 )
InputWindowChange;2021-01-28 13:00:54.3686;4318;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;9;0.0000;0.0000;Running;4.8761;18;0.1000;0;0.0000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:00:59.3869;4612;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;9;0.0143;0.0000;Running;4.8761;18;0.1000;0;0.0000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:00:59.3929;4612;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;9;0.0143;0.0000;Running;4.8761;18;0.1000;0;0.0000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:01:01.3880;4730;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;10;0.0000;0.0000;Running;2.9050;18;0.1000;0;0.0000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 13:01:04.9957;4943;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7470;3;(0.740 0.743 0.740 0.736 0.726 0.733 0.747 0.732 )
InputWindowChange;2021-01-28 13:01:04.9967;4943;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;10;-1.3909;0.0000;Running;2.9050;18;0.1000;0;0.0000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:01:04.9977;4943;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;10;-1.3909;0.0000;Running;2.9050;17;0.1500;0;0.0000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-01-28 13:01:05.7622;4987;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6904;3;(0.724 0.690 0.770 0.771 0.770 0.765 0.764 0.733 )
InputWindowChange;2021-01-28 13:01:08.3885;5139;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;11;0.0000;0.0000;Running;1.9442;17;0.1500;0;0.0000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 13:01:12.0197;5353;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7480;4;(0.769 0.761 0.748 0.729 0.733 0.731 0.745 0.756 )
InputWindowChange;2021-01-28 13:01:12.0208;5353;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;11;-1.3681;0.0000;Running;1.9442;17;0.1500;0;0.0000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:01:12.0237;5353;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;11;-1.3681;0.0000;Running;1.9442;16;0.2000;0;0.0000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-01-28 13:01:13.0405;5413;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7198;4;(0.752 0.746 0.744 0.744 0.720 0.757 0.758 0.754 )
InputWindowChange;2021-01-28 13:01:15.3903;5551;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;12;0.0000;0.0000;Running;3.7254;16;0.2000;0;0.0000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:01:20.3959;5844;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;12;0.0032;0.0000;Running;3.7254;16;0.2000;0;0.0000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:01:20.3999;5844;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;12;0.0032;0.0000;Running;3.7254;16;0.2000;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:01:22.3971;5962;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;13;0.0000;0.0000;Running;2.1721;16;0.2000;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:01:27.3967;6253;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;13;0.0002;0.0000;Running;2.1721;16;0.2000;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:01:27.4007;6253;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;13;0.0002;0.0000;Running;2.1721;16;0.2000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:01:29.4071;6370;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;14;0.0000;0.0000;Running;2.1549;16;0.2000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:01:34.4279;6663;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;14;0.0150;0.0000;Running;2.1549;16;0.2000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:01:34.4338;6663;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;14;0.0150;0.0000;Running;2.1549;16;0.2000;0;0.0000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:01:36.4244;6780;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;15;0.0000;0.0000;Running;1.5417;16;0.2000;0;0.0000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:01:41.4270;7072;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;15;0.0043;0.0000;Running;1.5417;16;0.2000;0;0.0000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:01:41.4280;7072;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;15;0.0043;0.0000;Running;1.5417;16;0.2000;0;0.0000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:01:43.4259;7190;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;16;0.0000;0.0000;Running;2.9303;16;0.2000;0;0.0000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 13:01:48.0702;7461;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7342;5;(0.742 0.741 0.737 0.738 0.738 0.734 0.722 0.740 )
InputWindowChange;2021-01-28 13:01:48.0702;7461;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;16;-0.3554;0.0000;Running;2.9303;16;0.2000;0;0.0000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:01:48.0712;7461;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;16;-0.3554;0.0000;Running;2.9303;15;0.2500;0;0.0000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-01-28 13:01:48.1899;7468;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7155;5;(0.742 0.741 0.737 0.738 0.738 0.734 0.729 0.715 )
InputWindowChange;2021-01-28 13:01:50.4370;7600;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;17;0.0000;0.0000;Running;1.1643;15;0.2500;0;0.0000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 13:01:52.6683;7731;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7363;6;(0.736 0.736 0.742 0.752 0.760 0.753 0.751 0.742 )
InputWindowChange;2021-01-28 13:01:52.6693;7731;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;17;-2.7672;0.0000;Running;1.1643;15;0.2500;0;0.0000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:01:52.6693;7731;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;17;-2.7672;0.0000;Running;1.1643;14;0.3000;0;0.0000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-01-28 13:01:53.4026;7774;595789812306e68382b29f4a7643a26c;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7172;6;(0.753 0.751 0.742 0.739 0.732 0.722 0.717 0.741 )
InputWindowChange;2021-01-28 13:01:57.4369;8010;595789812306e68382b29f4a7643a26c;anonymous;NULL;Open;18;0.0000;0.0000;Running;4.7798;14;0.3000;0;0.0000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 13:02:02.4540;8303;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;18;0.0143;0.0000;Running;4.7798;14;0.3000;0;0.0000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 13:02:02.4620;8303;595789812306e68382b29f4a7643a26c;anonymous;NULL;Closed;18;0.0143;0.0000;Running;4.7798;14;0.3000;0;0.0000;0;0.6500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
