Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2021-01-28 16:02:08.5389;1;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 16:02:11.1094;17;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 16:02:11.6689;19;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 16:02:16.1330;232;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 16:02:18.1037;344;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Open;0;0.0000;0.0000;Running;4.3864;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 16:02:23.1099;641;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;0;0.0062;0.0000;Running;4.3864;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 16:02:23.1119;641;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;0;0.0062;0.0000;Running;4.3864;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;RejInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 16:02:25.1172;760;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Open;1;0.0000;0.0000;Running;4.4259;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 16:02:30.1310;1057;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;1;0.0149;0.0000;Running;4.4259;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 16:02:30.1330;1057;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;1;0.0149;0.0000;Running;4.4259;11;0.0000;0;0.0000;7;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
MotorImagery;2021-01-28 16:02:30.5015;1079;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7030;1;(0.725 0.723 0.728 0.706 0.703 0.752 0.783 0.731 )
Rest;2021-01-28 16:02:30.6012;1085;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6641;1;(0.725 0.723 0.728 0.706 0.703 0.664 0.783 0.731 )
InputWindowChange;2021-01-28 16:02:32.1255;1168;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Open;2;0.0000;0.0000;Running;3.9311;11;0.0000;0;0.0000;7;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 16:02:37.1404;1452;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;2;0.0168;0.0000;Running;3.9311;11;0.0000;0;0.0000;7;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 16:02:37.1474;1452;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;2;0.0168;0.0000;Running;3.9311;12;0.0000;0;0.0000;5;0.1500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
MotorImagery;2021-01-28 16:02:37.1494;1452;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6908;2;(0.701 0.718 0.691 0.730 0.735 0.720 0.726 0.692 )
Rest;2021-01-28 16:02:37.6572;1482;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6461;2;(0.768 0.738 0.646 0.683 0.699 0.727 0.780 0.774 )
InputWindowChange;2021-01-28 16:02:39.1396;1570;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Open;3;0.0000;0.0000;Running;3.0194;12;0.0000;0;0.0000;5;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 16:02:44.1567;1867;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;3;0.0167;0.0000;Running;3.0194;12;0.0000;0;0.0000;5;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 16:02:44.1627;1867;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;3;0.0167;0.0000;Running;3.0194;13;0.0000;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 16:02:46.1558;1984;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Open;4;0.0000;0.0000;Running;2.5551;13;0.0000;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 16:02:47.7426;2078;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7096;3;(0.742 0.734 0.711 0.710 0.683 0.694 0.722 0.729 )
InputWindowChange;2021-01-28 16:02:47.7426;2078;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;4;-3.4101;0.0000;Running;2.5551;13;0.0000;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 16:02:47.7436;2078;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;4;-3.4101;0.0000;Running;2.5551;12;0.0500;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-01-28 16:02:47.7636;2079;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6380;3;(0.742 0.734 0.711 0.710 0.638 0.694 0.722 0.729 )
InputWindowChange;2021-01-28 16:02:53.1664;2399;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Open;5;0.0000;0.0000;Running;4.2842;12;0.0500;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 16:02:58.1826;2695;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;5;0.0153;0.0000;Running;4.2842;12;0.0500;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 16:02:58.1896;2695;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;5;0.0153;0.0000;Running;4.2842;13;0.0500;0;0.0000;1;0.2500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 16:03:00.1695;2813;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Open;6;0.0000;0.0000;Running;2.9749;13;0.0500;0;0.0000;1;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 16:03:05.1105;3106;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7491;4;(0.750 0.761 0.751 0.736 0.737 0.749 0.677 0.689 )
InputWindowChange;2021-01-28 16:03:05.1125;3106;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;6;-0.0628;0.0000;Running;2.9749;13;0.0500;0;0.0000;1;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 16:03:05.1145;3106;e67c4f11b4f5fa2925577ddae2d10dab;anonymous;NULL;Closed;6;-0.0628;0.0000;Running;2.9749;12;0.1000;0;0.0000;1;0.2500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
