Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;BCIThresholdBuffer;TrialGoal
BCIStateUpdated;2021-01-25 15:43:00.3928;1;3a6500d99bba45f8f1da43822d6c67ce;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-25 15:43:02.9401;45;3a6500d99bba45f8f1da43822d6c67ce;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-25 15:43:02.9827;47;3a6500d99bba45f8f1da43822d6c67ce;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-25 15:43:13.7958;1568;3a6500d99bba45f8f1da43822d6c67ce;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:43:15.7869;1853;3a6500d99bba45f8f1da43822d6c67ce;anonymous;NULL;Open;0;0.0000;0.0000;Running;2.8601;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-25 15:43:18.9462;2305;3a6500d99bba45f8f1da43822d6c67ce;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7220;1;(0.672 0.699 0.688 0.722 0.646 0.655 0.651 0.664 );NULL
InputWindowChange;2021-01-25 15:43:18.9481;2305;3a6500d99bba45f8f1da43822d6c67ce;anonymous;NULL;Closed;0;-1.8408;0.0000;Running;2.8601;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-25 15:43:18.9491;2305;3a6500d99bba45f8f1da43822d6c67ce;anonymous;NULL;Closed;0;-1.8408;0.0000;Running;2.8601;9;0.0500;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-25 15:43:19.4488;2377;3a6500d99bba45f8f1da43822d6c67ce;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5285;1;(0.716 0.690 0.668 0.650 0.529 0.725 0.726 0.724 );NULL
InputWindowChange;2021-01-25 15:43:22.7907;2855;3a6500d99bba45f8f1da43822d6c67ce;anonymous;NULL;Open;1;0.0000;0.0000;Running;2.8016;9;0.0500;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:43:27.7922;3571;3a6500d99bba45f8f1da43822d6c67ce;anonymous;NULL;Closed;1;0.0016;0.0000;Running;2.8016;9;0.0500;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-25 15:43:27.7932;3571;3a6500d99bba45f8f1da43822d6c67ce;anonymous;NULL;Closed;1;0.0016;0.0000;Running;2.8016;9;0.0500;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;RejInput
InputWindowChange;2021-01-25 15:43:29.7969;3857;3a6500d99bba45f8f1da43822d6c67ce;anonymous;NULL;Open;2;0.0000;0.0000;Running;3.9757;9;0.0500;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-25 15:43:32.4854;4242;3a6500d99bba45f8f1da43822d6c67ce;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6416;2;(0.659 0.664 0.668 0.688 0.662 0.650 0.642 0.675 );NULL
InputWindowChange;2021-01-25 15:43:32.4864;4242;3a6500d99bba45f8f1da43822d6c67ce;anonymous;NULL;Closed;2;-2.3115;0.0000;Running;3.9757;9;0.0500;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-25 15:43:32.4874;4242;3a6500d99bba45f8f1da43822d6c67ce;anonymous;NULL;Closed;2;-2.3115;0.0000;Running;3.9757;8;0.1000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
