Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;BCIThresholdBuffer;TrialGoal
BCIStateUpdated;2021-01-29 09:58:24.4101;1;b253493f7ed92a9964f4e304d2c94a82;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 09:58:26.9698;19;b253493f7ed92a9964f4e304d2c94a82;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 09:58:26.9889;20;b253493f7ed92a9964f4e304d2c94a82;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-29 09:58:31.2439;212;b253493f7ed92a9964f4e304d2c94a82;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:58:33.2098;317;b253493f7ed92a9964f4e304d2c94a82;anonymous;NULL;Open;0;0.0000;0.0000;Running;1.3571;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:58:33.6841;342;b253493f7ed92a9964f4e304d2c94a82;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8478;1;(0.848 0.813 0.845 0.874 0.851 0.842 0.827 0.835 );NULL
Rest;2021-01-29 09:58:35.9326;475;b253493f7ed92a9964f4e304d2c94a82;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.3645;1;(0.886 0.879 0.846 0.845 0.834 0.365 0.850 0.883 );NULL
MotorImagery;2021-01-29 09:58:37.4770;566;b253493f7ed92a9964f4e304d2c94a82;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8418;2;(0.853 0.846 0.846 0.827 0.841 0.852 0.842 0.804 );NULL
Rest;2021-01-29 09:58:37.6262;575;b253493f7ed92a9964f4e304d2c94a82;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7591;2;(0.800 0.759 0.846 0.827 0.841 0.852 0.842 0.833 );NULL
InputWindowChange;2021-01-29 09:58:38.2155;610;b253493f7ed92a9964f4e304d2c94a82;anonymous;NULL;Closed;0;0.0125;0.0000;Running;1.3571;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 09:58:38.2255;610;b253493f7ed92a9964f4e304d2c94a82;anonymous;NULL;Closed;0;0.0125;0.0000;Running;1.3571;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;RejInput
MotorImagery;2021-01-29 09:58:38.7711;642;b253493f7ed92a9964f4e304d2c94a82;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9319;3;(0.803 0.868 0.891 0.923 0.936 0.932 0.773 0.775 );NULL
Rest;2021-01-29 09:58:39.6437;692;b253493f7ed92a9964f4e304d2c94a82;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7393;3;(0.801 0.788 0.776 0.739 0.816 0.822 0.799 0.781 );NULL
InputWindowChange;2021-01-29 09:58:40.2170;726;b253493f7ed92a9964f4e304d2c94a82;anonymous;NULL;Open;1;0.0000;0.0000;Running;4.3548;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:58:40.2818;730;b253493f7ed92a9964f4e304d2c94a82;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8244;4;(0.804 0.816 0.862 0.870 0.847 0.817 0.824 0.796 );NULL
InputWindowChange;2021-01-29 09:58:40.2838;730;b253493f7ed92a9964f4e304d2c94a82;anonymous;NULL;Closed;1;-4.9331;0.0000;Running;4.3548;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
