Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;BCIThresholdBuffer;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-28 09:00:03.6910;1;6f470711f166376fed3a2a0af63a4599;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 09:00:06.2770;17;6f470711f166376fed3a2a0af63a4599;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 09:00:06.3279;20;6f470711f166376fed3a2a0af63a4599;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:00:11.9592;355;6f470711f166376fed3a2a0af63a4599;anonymous;ReceivingData;0.7948;1;(0.841 0.860 0.877 0.885 0.862 0.814 0.795 0.711 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:00:11.9751;356;6f470711f166376fed3a2a0af63a4599;anonymous;ReceivingData;0.6969;1;(0.841 0.860 0.877 0.885 0.862 0.814 0.795 0.697 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 09:00:13.4482;431;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;0;0.0000;0.0000;Running;0.0000;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-28 09:00:15.9584;525;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Open;0;0.0000;0.0000;Running;3.4372;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-28 09:00:18.4693;656;6f470711f166376fed3a2a0af63a4599;anonymous;ReceivingData;0.7096;2;(0.743 0.755 0.735 0.716 0.710 0.744 0.725 0.729 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 09:00:18.4713;656;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;0;-2.4901;0.0000;Running;3.4372;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 09:00:18.4733;656;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;0;-2.4901;0.0000;Running;3.4372;19;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-28 09:00:18.8899;679;6f470711f166376fed3a2a0af63a4599;anonymous;ReceivingData;0.6740;2;(0.717 0.718 0.674 0.716 0.710 0.726 0.745 0.744 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 09:00:22.9700;910;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Open;1;0.0000;0.0000;Running;3.1152;19;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-28 09:00:27.9731;1202;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;1;0.0020;0.0000;Running;3.1152;19;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 09:00:27.9781;1202;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;1;0.0020;0.0000;Running;3.1152;19;0.0500;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
InputWindowChange;2021-01-28 09:00:29.9855;1320;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Open;2;0.0000;0.0000;Running;4.6147;19;0.0500;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-28 09:00:34.9974;1613;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;2;0.0101;0.0000;Running;4.6147;19;0.0500;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 09:00:35.0044;1613;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;2;0.0101;0.0000;Running;4.6147;19;0.0500;0;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
InputWindowChange;2021-01-28 09:00:37.0028;1710;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Open;3;0.0000;0.0000;Running;4.6312;19;0.0500;0;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-28 09:00:42.0039;2001;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;3;0.0026;0.0000;Running;4.6312;19;0.0500;0;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 09:00:42.0059;2001;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;3;0.0026;0.0000;Running;4.6312;19;0.0500;0;0.0000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
InputWindowChange;2021-01-28 09:00:44.0134;2119;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Open;4;0.0000;0.0000;Running;3.0856;19;0.0500;0;0.0000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-28 09:00:49.0266;2410;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;4;0.0146;0.0000;Running;3.0856;19;0.0500;0;0.0000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 09:00:49.0356;2410;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;4;0.0146;0.0000;Running;3.0856;19;0.0500;0;0.0000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
InputWindowChange;2021-01-28 09:00:51.0344;2527;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Open;5;0.0000;0.0000;Running;4.7693;19;0.0500;0;0.0000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-28 09:00:52.2208;2596;6f470711f166376fed3a2a0af63a4599;anonymous;ReceivingData;0.7507;3;(0.735 0.730 0.713 0.712 0.742 0.759 0.713 0.751 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 09:00:52.2244;2596;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;5;-3.8116;0.0000;Running;4.7693;19;0.0500;0;0.0000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 09:00:52.2254;2596;6f470711f166376fed3a2a0af63a4599;anonymous;NULL;NULL;NULL;NULL;Closed;5;-3.8116;0.0000;Running;4.7693;18;0.1000;0;0.0000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-28 09:00:52.4570;2610;6f470711f166376fed3a2a0af63a4599;anonymous;ReceivingData;0.6967;3;(0.759 0.768 0.734 0.697 0.742 0.759 0.713 0.751 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:00:54.7716;2746;6f470711f166376fed3a2a0af63a4599;anonymous;ReceivingData;0.7636;4;(0.796 0.765 0.764 0.738 0.759 0.755 0.751 0.780 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
