Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;TrialGoal
BCIStateUpdated;2021-02-02 12:52:48.1118;1;7954f475900630f09d17024a475d8469;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 12:52:50.6268;114;7954f475900630f09d17024a475d8469;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 12:52:51.1096;127;7954f475900630f09d17024a475d8469;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-02-02 12:52:52.6768;222;7954f475900630f09d17024a475d8469;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:53:01.0182;938;7954f475900630f09d17024a475d8469;anonymous;NULL;Open;0;0.0000;0.0000;Running;2.1179;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-02-02 12:53:03.2971;1160;7954f475900630f09d17024a475d8469;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7256;1;NULL
Rest;2021-02-02 12:53:03.4238;1174;7954f475900630f09d17024a475d8469;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7188;1;NULL
MotorImagery;2021-02-02 12:53:03.5564;1187;7954f475900630f09d17024a475d8469;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7235;2;NULL
Rest;2021-02-02 12:53:03.6970;1200;7954f475900630f09d17024a475d8469;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7076;2;NULL
MotorImagery;2021-02-02 12:53:03.9224;1223;7954f475900630f09d17024a475d8469;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7254;3;NULL
Rest;2021-02-02 12:53:04.0660;1237;7954f475900630f09d17024a475d8469;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7066;3;NULL
InputWindowChange;2021-02-02 12:53:05.0055;1329;7954f475900630f09d17024a475d8469;anonymous;NULL;Closed;0;0.0031;0.0000;Running;2.1179;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-02-02 12:53:05.0105;1329;7954f475900630f09d17024a475d8469;anonymous;NULL;Closed;0;0.0031;0.0000;Running;2.1179;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;RejInput
MotorImagery;2021-02-02 12:53:05.1152;1339;7954f475900630f09d17024a475d8469;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7202;4;NULL
Rest;2021-02-02 12:53:05.1312;1341;7954f475900630f09d17024a475d8469;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6830;4;NULL
MotorImagery;2021-02-02 12:53:05.4814;1375;7954f475900630f09d17024a475d8469;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7450;5;NULL
Rest;2021-02-02 12:53:05.8656;1412;7954f475900630f09d17024a475d8469;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7014;5;NULL
InputWindowChange;2021-02-02 12:53:15.9870;2299;7954f475900630f09d17024a475d8469;anonymous;NULL;Open;1;0.0031;0.0000;Running;2.2686;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-02-02 12:53:16.2174;2319;7954f475900630f09d17024a475d8469;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7304;6;NULL
