Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;BCIThresholdBuffer;TrialGoal
BCIStateUpdated;2021-01-28 15:01:42.4645;1;421bb688a8e5a1bf330da593ada42b3f;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 15:01:45.0370;17;421bb688a8e5a1bf330da593ada42b3f;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 15:01:46.0707;20;421bb688a8e5a1bf330da593ada42b3f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 15:01:51.3770;274;421bb688a8e5a1bf330da593ada42b3f;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 15:01:52.9979;361;421bb688a8e5a1bf330da593ada42b3f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9223;1;(0.841 0.871 0.910 0.922 0.757 0.854 0.842 0.860 );NULL
Rest;2021-01-28 15:01:53.2173;374;421bb688a8e5a1bf330da593ada42b3f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6572;1;(0.841 0.871 0.910 0.922 0.932 0.901 0.657 0.860 );NULL
InputWindowChange;2021-01-28 15:01:53.3580;382;421bb688a8e5a1bf330da593ada42b3f;anonymous;NULL;Open;0;0.0000;0.0000;Running;4.5013;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 15:01:56.3083;557;421bb688a8e5a1bf330da593ada42b3f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8127;2;(0.817 0.811 0.813 0.730 0.772 0.794 0.801 0.812 );NULL
InputWindowChange;2021-01-28 15:01:56.3093;557;421bb688a8e5a1bf330da593ada42b3f;anonymous;NULL;Closed;0;-2.0427;0.0000;Running;4.5013;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 15:01:56.3143;557;421bb688a8e5a1bf330da593ada42b3f;anonymous;NULL;Closed;0;-2.0427;0.0000;Running;4.5013;9;0.0500;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-28 15:01:56.9356;594;421bb688a8e5a1bf330da593ada42b3f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6760;2;(0.812 0.812 0.793 0.802 0.751 0.676 0.814 0.799 );NULL
InputWindowChange;2021-01-28 15:02:00.3636;795;421bb688a8e5a1bf330da593ada42b3f;anonymous;NULL;Open;1;0.0000;0.0000;Running;1.5683;9;0.0500;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 15:02:05.3703;1090;421bb688a8e5a1bf330da593ada42b3f;anonymous;NULL;Closed;1;0.0058;0.0000;Running;1.5683;9;0.0500;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 15:02:05.3743;1090;421bb688a8e5a1bf330da593ada42b3f;anonymous;NULL;Closed;1;0.0058;0.0000;Running;1.5683;10;0.0500;6;0.0000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;AccInput
InputWindowChange;2021-01-28 15:02:07.3659;1201;421bb688a8e5a1bf330da593ada42b3f;anonymous;NULL;Open;2;0.0000;0.0000;Running;2.5296;10;0.0500;6;0.0000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 15:02:07.4367;1205;421bb688a8e5a1bf330da593ada42b3f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8093;3;(0.861 0.859 0.860 0.836 0.809 0.763 0.830 0.835 );NULL
InputWindowChange;2021-01-28 15:02:07.4377;1205;421bb688a8e5a1bf330da593ada42b3f;anonymous;NULL;Closed;2;-4.9278;0.0000;Running;2.5296;10;0.0500;6;0.0000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 15:02:07.4387;1205;421bb688a8e5a1bf330da593ada42b3f;anonymous;NULL;Closed;2;-4.9278;0.0000;Running;2.5296;9;0.1000;6;0.0000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-28 15:02:07.9584;1233;421bb688a8e5a1bf330da593ada42b3f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6132;3;(0.802 0.805 0.740 0.757 0.761 0.613 0.797 0.811 );NULL
InputWindowChange;2021-01-28 15:02:14.3700;1600;421bb688a8e5a1bf330da593ada42b3f;anonymous;NULL;Open;3;0.0000;0.0000;Running;2.8898;9;0.1000;6;0.0000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
