Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-28 09:10:45.5933;1;44b0c184a15c66339733f8e4e4ca4842;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 09:10:48.1306;16;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 09:10:48.2015;22;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:10:48.2084;22;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.8085;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:10:48.3281;31;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.6922;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 09:10:49.8173;139;44b0c184a15c66339733f8e4e4ca4842;anonymous;NULL;NULL;NULL;Closed;0;0.0000;0.0000;Running;0.0000;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-28 09:10:55.9921;584;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.8752;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:10:57.1342;667;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.5019;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 09:10:58.0120;730;44b0c184a15c66339733f8e4e4ca4842;anonymous;NULL;NULL;NULL;Open;0;0.0000;0.0000;Running;2.7361;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-28 09:11:02.0103;1019;44b0c184a15c66339733f8e4e4ca4842;anonymous;NULL;NULL;NULL;Closed;0;0.0108;0.0000;Running;2.7361;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 09:11:02.0133;1019;44b0c184a15c66339733f8e4e4ca4842;anonymous;NULL;NULL;NULL;Closed;0;0.0108;0.0000;Running;2.7361;20;0.0000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
MotorImagery;2021-01-28 09:11:07.7614;1382;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.7761;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:11:07.8771;1391;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.6375;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:11:08.2382;1414;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.7240;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:11:08.5045;1433;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.6985;4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:11:11.3045;1631;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.7210;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:11:12.4712;1711;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.6618;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:11:12.5710;1717;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.7036;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:11:12.8612;1735;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.6625;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 09:11:13.4106;1772;44b0c184a15c66339733f8e4e4ca4842;anonymous;NULL;NULL;NULL;Open;1;0.0108;0.0000;Running;2.5307;20;0.0000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-28 09:11:17.4082;2051;44b0c184a15c66339733f8e4e4ca4842;anonymous;NULL;NULL;NULL;Closed;1;0.0175;0.0000;Running;2.5307;20;0.0000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 09:11:17.4112;2051;44b0c184a15c66339733f8e4e4ca4842;anonymous;NULL;NULL;NULL;Closed;1;0.0175;0.0000;Running;2.5307;20;0.0000;0;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
MotorImagery;2021-01-28 09:11:20.0116;2238;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.7085;7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:11:20.1063;2244;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.5871;7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:11:20.2349;2254;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.7306;8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:11:20.8224;2294;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.6677;8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:11:25.6355;2624;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.7356;9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:11:25.7721;2634;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.6822;9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 09:11:28.3881;2817;44b0c184a15c66339733f8e4e4ca4842;anonymous;NULL;NULL;NULL;Open;2;0.0175;0.0000;Running;2.1217;20;0.0000;0;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-28 09:11:31.1052;3006;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.7498;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 09:11:31.1052;3006;44b0c184a15c66339733f8e4e4ca4842;anonymous;NULL;NULL;NULL;Closed;2;-1.2515;0.0000;Running;2.1217;20;0.0000;0;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 09:11:31.1062;3006;44b0c184a15c66339733f8e4e4ca4842;anonymous;NULL;NULL;NULL;Closed;2;-1.2515;0.0000;Running;2.1217;19;0.0500;0;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-28 09:11:31.9252;3062;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.6593;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 09:11:32.9355;3134;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.7792;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 09:11:33.1644;3149;44b0c184a15c66339733f8e4e4ca4842;anonymous;ReceivingData;0.6612;11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
