Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;BCIThresholdBuffer;TrialGoal
BCIStateUpdated;2021-01-29 13:31:57.1461;1;8a635027844afc33767e23951dfddcdb;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 13:31:59.7192;18;8a635027844afc33767e23951dfddcdb;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 13:31:59.9096;19;8a635027844afc33767e23951dfddcdb;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-29 13:32:05.0233;245;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 13:32:06.9763;337;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Open;0;0.0000;0.0000;Running;1.5607;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:32:09.1853;455;8a635027844afc33767e23951dfddcdb;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7607;1;(0.671 0.719 0.753 0.758 0.740 0.761 0.684 0.667 );NULL
Rest;2021-01-29 13:32:10.5467;531;8a635027844afc33767e23951dfddcdb;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6337;1;(0.688 0.714 0.690 0.687 0.634 0.746 0.726 0.698 );NULL
InputWindowChange;2021-01-29 13:32:11.9836;615;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Closed;0;0.0082;0.0000;Running;1.5607;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 13:32:11.9926;615;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Closed;0;0.0082;0.0000;Running;1.5607;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;RejInput
InputWindowChange;2021-01-29 13:32:13.9889;733;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Open;1;0.0000;0.0000;Running;1.9358;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:32:15.8006;840;8a635027844afc33767e23951dfddcdb;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7269;2;(0.665 0.714 0.754 0.727 0.661 0.686 0.701 0.687 );NULL
Rest;2021-01-29 13:32:16.9352;907;8a635027844afc33767e23951dfddcdb;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5477;2;(0.791 0.771 0.782 0.764 0.770 0.780 0.771 0.548 );NULL
InputWindowChange;2021-01-29 13:32:19.0007;1029;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Closed;1;0.0126;0.0000;Running;1.9358;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 13:32:19.0007;1029;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Closed;1;0.0126;0.0000;Running;1.9358;10;0.0000;0;0.0000;8;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;RejInput
MotorImagery;2021-01-29 13:32:19.6450;1066;8a635027844afc33767e23951dfddcdb;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7874;3;(0.762 0.773 0.787 0.703 0.712 0.693 0.698 0.742 );NULL
Rest;2021-01-29 13:32:19.9872;1086;8a635027844afc33767e23951dfddcdb;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6449;3;(0.668 0.645 0.787 0.825 0.819 0.788 0.688 0.662 );NULL
InputWindowChange;2021-01-29 13:32:21.0016;1146;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Open;2;0.0000;0.0000;Running;2.6285;10;0.0000;0;0.0000;8;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:32:23.8434;1304;8a635027844afc33767e23951dfddcdb;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8848;4;(0.806 0.880 0.885 0.718 0.766 0.776 0.825 0.839 );NULL
InputWindowChange;2021-01-29 13:32:26.0053;1415;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Closed;2;0.0079;0.0000;Running;2.6285;10;0.0000;0;0.0000;8;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 13:32:26.0103;1415;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Closed;2;0.0079;0.0000;Running;2.6285;10;0.0000;0;0.0000;7;0.1500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;RejInput
Rest;2021-01-29 13:32:26.4341;1440;8a635027844afc33767e23951dfddcdb;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6026;4;(0.811 0.735 0.672 0.678 0.668 0.603 0.851 0.859 );NULL
InputWindowChange;2021-01-29 13:32:28.0195;1532;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Open;3;0.0000;0.0000;Running;4.8643;10;0.0000;0;0.0000;7;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:32:28.1960;1542;8a635027844afc33767e23951dfddcdb;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7177;5;(0.698 0.718 0.650 0.672 0.682 0.688 0.676 0.688 );NULL
InputWindowChange;2021-01-29 13:32:28.1960;1542;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Closed;3;-4.8185;0.0000;Running;4.8643;10;0.0000;0;0.0000;7;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 13:32:28.1970;1542;8a635027844afc33767e23951dfddcdb;anonymous;NULL;Closed;3;-4.8185;0.0000;Running;4.8643;9;0.0500;0;0.0000;7;0.1500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
