Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;BCIThresholdBuffer;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-29 09:55:17.8938;1;971502bedc47922e3bb162d7ae05b01b;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 09:55:20.4597;19;971502bedc47922e3bb162d7ae05b01b;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 09:55:20.8360;28;971502bedc47922e3bb162d7ae05b01b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:55:22.8120;120;971502bedc47922e3bb162d7ae05b01b;anonymous;ReceivingData;0.8009;1;(0.792 0.813 0.802 0.784 0.801 0.781 0.803 0.795 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:55:23.9545;175;971502bedc47922e3bb162d7ae05b01b;anonymous;ReceivingData;0.7631;1;(0.828 0.810 0.763 0.835 0.831 0.822 0.806 0.816 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 09:55:25.0706;234;971502bedc47922e3bb162d7ae05b01b;anonymous;ReceivingData;0.8309;2;(0.814 0.821 0.840 0.852 0.857 0.831 0.779 0.794 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 09:55:25.3539;249;971502bedc47922e3bb162d7ae05b01b;anonymous;ReceivingData;0.7640;2;(0.764 0.821 0.840 0.852 0.857 0.831 0.799 0.790 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-29 09:55:25.8881;276;971502bedc47922e3bb162d7ae05b01b;anonymous;NULL;NULL;NULL;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-29 09:55:27.8046;380;971502bedc47922e3bb162d7ae05b01b;anonymous;ReceivingData;0.9142;3;(0.927 0.922 0.914 0.846 0.917 0.918 0.923 0.924 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 09:55:27.8604;383;971502bedc47922e3bb162d7ae05b01b;anonymous;NULL;NULL;NULL;NULL;Open;0;0.0000;0.0000;Running;2.7206;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
