Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;BCIThresholdBuffer;TrialGoal
BCIStateUpdated;2021-01-29 13:38:06.4148;1;7d10822d9d6773dc6510ecc3641a8eec;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 13:38:08.9938;17;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 13:38:09.0813;22;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-29 13:38:14.6750;260;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:38:15.4904;299;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7332;1;(0.779 0.776 0.791 0.788 0.733 0.706 0.717 0.745 );NULL
Rest;2021-01-29 13:38:15.5961;305;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6259;1;(0.779 0.776 0.791 0.788 0.733 0.626 0.717 0.745 );NULL
InputWindowChange;2021-01-29 13:38:16.6650;360;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Open;0;0.0000;0.0000;Running;2.6881;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:38:20.1038;547;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7562;2;(0.727 0.756 0.662 0.662 0.658 0.654 0.664 0.692 );NULL
InputWindowChange;2021-01-29 13:38:20.1048;547;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Closed;0;-1.5312;0.0000;Running;2.6881;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 13:38:20.1138;547;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Closed;0;-1.5312;0.0000;Running;2.6881;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-29 13:38:20.9565;597;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6346;2;(0.737 0.721 0.699 0.672 0.694 0.666 0.689 0.635 );NULL
MotorImagery;2021-01-29 13:38:21.7362;643;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7880;3;(0.832 0.879 0.860 0.868 0.788 0.709 0.765 0.787 );NULL
Rest;2021-01-29 13:38:22.5210;688;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6097;3;(0.716 0.610 0.815 0.800 0.784 0.785 0.769 0.763 );NULL
InputWindowChange;2021-01-29 13:38:23.6452;753;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Open;1;0.0000;0.0000;Running;2.6143;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:38:23.9206;768;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7100;4;(0.735 0.710 0.651 0.673 0.699 0.702 0.721 0.747 );NULL
InputWindowChange;2021-01-29 13:38:23.9236;768;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Closed;1;-4.7240;0.0000;Running;2.6143;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 13:38:23.9246;768;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Closed;1;-4.7240;0.0000;Running;2.6143;12;0.1000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-29 13:38:24.1566;782;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5886;4;(0.735 0.710 0.726 0.708 0.660 0.589 0.721 0.747 );NULL
InputWindowChange;2021-01-29 13:38:30.6547;1160;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Open;2;0.0000;0.0000;Running;3.6556;12;0.1000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:38:33.3540;1288;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8013;5;(0.737 0.766 0.800 0.773 0.771 0.801 0.677 0.690 );NULL
Rest;2021-01-29 13:38:33.6183;1303;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6403;5;(0.694 0.651 0.640 0.773 0.771 0.801 0.763 0.743 );NULL
MotorImagery;2021-01-29 13:38:34.1210;1330;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6671;6;(0.744 0.721 0.687 0.667 0.704 0.751 0.778 0.757 );NULL
InputWindowChange;2021-01-29 13:38:34.3294;1342;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Closed;2;-1.3279;0.0000;Running;3.6556;12;0.1000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 13:38:34.3304;1342;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Closed;2;-1.3279;0.0000;Running;3.6556;12;0.1000;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;NULL;FabInput
Rest;2021-01-29 13:38:35.9077;1427;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5979;6;(0.598 0.902 0.901 0.884 0.868 0.869 0.786 0.687 );NULL
InputWindowChange;2021-01-29 13:38:37.6683;1522;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Open;3;0.0000;0.0000;Running;1.2424;12;0.1000;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 13:38:38.9156;1591;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Closed;3;-3.7547;0.0000;Running;1.2424;12;0.1000;5;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 13:38:38.9186;1591;7d10822d9d6773dc6510ecc3641a8eec;anonymous;NULL;Closed;3;-3.7547;0.0000;Running;1.2424;12;0.1000;4;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;NULL;FabInput
MotorImagery;2021-01-29 13:38:39.0143;1596;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8355;7;(0.684 0.750 0.776 0.770 0.835 0.662 0.680 0.694 );NULL
Rest;2021-01-29 13:38:39.6357;1630;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6227;7;(0.847 0.829 0.782 0.748 0.716 0.718 0.654 0.623 );NULL
MotorImagery;2021-01-29 13:38:42.0711;1764;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7957;8;(0.796 0.682 0.714 0.739 0.711 0.700 0.710 0.772 );NULL
Rest;2021-01-29 13:38:42.6965;1798;7d10822d9d6773dc6510ecc3641a8eec;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6268;8;(0.740 0.672 0.627 0.788 0.778 0.762 0.716 0.711 );NULL
