Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;TrialGoal
Rest;2021-02-02 15:07:46.9182;4322;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6994;9;NULL
InputWindowChange;2021-02-02 15:07:49.8351;4510;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Open;4;-0.7053;0.0000;Running;1.6811;11;0.0500;0;0.0000;5;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-02-02 15:07:51.1179;4600;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7219;10;NULL
InputWindowChange;2021-02-02 15:07:51.1179;4600;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;4;-3.4120;0.0000;Running;1.6811;11;0.0500;0;0.0000;5;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-02-02 15:07:51.1189;4600;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;4;-3.4120;0.0000;Running;1.6811;10;0.1000;0;0.0000;5;0.1500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;AccInput
Rest;2021-02-02 15:07:51.2256;4608;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6495;10;NULL
MotorImagery;2021-02-02 15:07:57.1180;5012;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7479;11;NULL
Rest;2021-02-02 15:07:57.1369;5013;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6940;11;NULL
MotorImagery;2021-02-02 15:08:01.0889;5272;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7232;12;NULL
Rest;2021-02-02 15:08:01.4629;5297;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7100;12;NULL
InputWindowChange;2021-02-02 15:08:01.5247;5302;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Open;5;-3.4120;0.0000;Running;1.1426;10;0.1000;0;0.0000;5;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-02-02 15:08:02.4914;5369;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7237;13;NULL
InputWindowChange;2021-02-02 15:08:02.4924;5369;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;5;-6.4229;0.0000;Running;1.1426;10;0.1000;0;0.0000;5;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-02-02 15:08:02.4934;5369;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;5;-6.4229;0.0000;Running;1.1426;9;0.1500;0;0.0000;5;0.1500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;AccInput
Rest;2021-02-02 15:08:02.8674;5392;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6904;13;NULL
MotorImagery;2021-02-02 15:08:06.3533;5631;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7622;14;NULL
Rest;2021-02-02 15:08:06.4490;5637;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6992;14;NULL
MotorImagery;2021-02-02 15:08:06.4520;5638;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7288;15;NULL
Rest;2021-02-02 15:08:06.5707;5646;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7094;15;NULL
InputWindowChange;2021-02-02 15:08:12.8556;6054;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Open;6;-6.4229;0.0000;Running;1.6227;9;0.1500;0;0.0000;5;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-02-02 15:08:16.8529;6333;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;6;-6.4041;0.0000;Running;1.6227;9;0.1500;0;0.0000;5;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-02-02 15:08:16.8539;6333;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;6;-6.4041;0.0000;Running;1.6227;10;0.1500;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;AccInput
MotorImagery;2021-02-02 15:08:22.6626;6721;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7232;16;NULL
Rest;2021-02-02 15:08:22.6646;6722;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6958;16;NULL
InputWindowChange;2021-02-02 15:08:27.8505;7066;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Open;7;-6.4041;0.0000;Running;2.7010;10;0.1500;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-02-02 15:08:28.1529;7086;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7860;17;NULL
InputWindowChange;2021-02-02 15:08:28.1529;7086;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;7;-10.0823;0.0000;Running;2.7010;10;0.1500;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-02-02 15:08:28.1529;7086;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;7;-10.0823;0.0000;Running;2.7010;9;0.2000;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;AccInput
Rest;2021-02-02 15:08:29.0622;7140;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5342;17;NULL
MotorImagery;2021-02-02 15:08:32.4932;7360;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8062;18;NULL
Rest;2021-02-02 15:08:32.8962;7387;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6788;18;NULL
MotorImagery;2021-02-02 15:08:37.8958;7725;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7307;19;NULL
Rest;2021-02-02 15:08:38.0184;7731;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6221;19;NULL
InputWindowChange;2021-02-02 15:08:39.1265;7799;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Open;8;-10.0823;0.0000;Running;1.3842;9;0.2000;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-02-02 15:08:41.9649;7991;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7334;20;NULL
InputWindowChange;2021-02-02 15:08:41.9649;7991;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;8;-11.2141;0.0000;Running;1.3842;9;0.2000;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-02-02 15:08:41.9658;7991;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;8;-11.2141;0.0000;Running;1.3842;8;0.2500;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;AccInput
Rest;2021-02-02 15:08:42.1303;8002;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6861;20;NULL
MotorImagery;2021-02-02 15:08:42.2251;8008;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7242;21;NULL
Rest;2021-02-02 15:08:42.4993;8026;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7151;21;NULL
InputWindowChange;2021-02-02 15:08:51.6829;8647;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Open;9;-11.2141;0.0000;Running;1.6533;8;0.2500;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-02-02 15:08:55.6780;8922;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;9;-11.1991;0.0000;Running;1.6533;8;0.2500;0;0.0000;3;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-02-02 15:08:55.6800;8922;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;9;-11.1991;0.0000;Running;1.6533;8;0.2500;0;0.0000;2;0.2500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;RejInput
MotorImagery;2021-02-02 15:08:57.7904;9064;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7679;22;NULL
Rest;2021-02-02 15:08:58.1873;9089;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6909;22;NULL
InputWindowChange;2021-02-02 15:09:06.6961;9657;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Open;10;-11.1991;0.0000;Running;2.1118;8;0.2500;0;0.0000;2;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-02-02 15:09:10.6908;9924;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;10;-11.1981;0.0000;Running;2.1118;8;0.2500;0;0.0000;2;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-02-02 15:09:10.6938;9924;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;10;-11.1981;0.0000;Running;2.1118;8;0.2500;0;0.0000;1;0.3000;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;RejInput
MotorImagery;2021-02-02 15:09:13.6435;10124;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7414;23;NULL
Rest;2021-02-02 15:09:13.6575;10125;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6075;23;NULL
MotorImagery;2021-02-02 15:09:21.6972;10661;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7429;24;NULL
Rest;2021-02-02 15:09:21.8208;10670;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7037;24;NULL
InputWindowChange;2021-02-02 15:09:21.8877;10674;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Open;11;-11.1981;0.0000;Running;2.9204;8;0.2500;0;0.0000;1;0.3000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-02-02 15:09:21.9604;10680;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7629;25;NULL
Rest;2021-02-02 15:09:22.4903;10715;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7149;25;NULL
MotorImagery;2021-02-02 15:09:22.5019;10716;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7903;26;NULL
Rest;2021-02-02 15:09:22.6345;10726;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6403;26;NULL
InputWindowChange;2021-02-02 15:09:25.8681;10950;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;11;-11.1971;0.0000;Running;2.9204;8;0.2500;0;0.0000;1;0.3000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-02-02 15:09:25.8691;10950;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Closed;11;-11.1971;0.0000;Running;2.9204;8;0.2500;0;0.0000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;RejInput
MotorImagery;2021-02-02 15:09:33.2263;11445;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7216;27;NULL
Rest;2021-02-02 15:09:33.3270;11451;4241de9119d1e4cab52c66266fc16940;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6782;27;NULL
InputWindowChange;2021-02-02 15:09:37.0537;11708;4241de9119d1e4cab52c66266fc16940;anonymous;NULL;Open;12;-11.1971;0.0000;Running;1.7135;8;0.2500;0;0.0000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
