Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;TrialGoal
BCIStateUpdated;2021-01-28 16:14:40.5015;1;e3626b1fdc9425babb45508ac1dae6f8;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 16:14:43.0136;58;e3626b1fdc9425babb45508ac1dae6f8;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 16:14:44.1012;69;e3626b1fdc9425babb45508ac1dae6f8;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 16:14:45.5622;133;e3626b1fdc9425babb45508ac1dae6f8;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-28 16:14:54.2109;657;e3626b1fdc9425babb45508ac1dae6f8;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6866;1;NULL
Rest;2021-01-28 16:14:54.2239;658;e3626b1fdc9425babb45508ac1dae6f8;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6414;1;NULL
InputWindowChange;2021-01-28 16:14:54.3364;668;e3626b1fdc9425babb45508ac1dae6f8;anonymous;NULL;Open;0;0.0000;0.0000;Running;1.9252;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-28 16:14:54.6137;689;e3626b1fdc9425babb45508ac1dae6f8;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6823;2;NULL
InputWindowChange;2021-01-28 16:14:54.6177;689;e3626b1fdc9425babb45508ac1dae6f8;anonymous;NULL;Closed;0;-3.7120;0.0000;Running;1.9252;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-28 16:14:54.6286;689;e3626b1fdc9425babb45508ac1dae6f8;anonymous;NULL;Closed;0;-3.7120;0.0000;Running;1.9252;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;AccInput
Rest;2021-01-28 16:14:54.6316;690;e3626b1fdc9425babb45508ac1dae6f8;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6608;2;NULL
