Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2021-02-02 15:23:33.7114;1;0ecdeae23e015f3fd3da6c2485691355;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 15:23:36.2898;15;0ecdeae23e015f3fd3da6c2485691355;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 15:23:36.3498;19;0ecdeae23e015f3fd3da6c2485691355;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-02-02 15:23:51.3310;768;0ecdeae23e015f3fd3da6c2485691355;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 15:23:53.3217;882;0ecdeae23e015f3fd3da6c2485691355;anonymous;NULL;Open;0;0.0000;0.0000;Running;2.2674;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 15:23:58.3382;1175;0ecdeae23e015f3fd3da6c2485691355;anonymous;NULL;Closed;0;0.0153;0.0000;Running;2.2674;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 15:23:58.3542;1175;0ecdeae23e015f3fd3da6c2485691355;anonymous;NULL;Closed;0;0.0153;0.0000;Running;2.2674;11;0.0000;0;0.0000;8;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-02-02 15:24:00.3409;1282;0ecdeae23e015f3fd3da6c2485691355;anonymous;NULL;Open;1;0.0000;0.0000;Running;2.0934;11;0.0000;0;0.0000;8;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-02-02 15:24:02.5848;1403;0ecdeae23e015f3fd3da6c2485691355;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8391;1;(0.790 0.815 0.842 0.815 0.872 0.827 0.839 0.787 )
InputWindowChange;2021-02-02 15:24:02.5908;1403;0ecdeae23e015f3fd3da6c2485691355;anonymous;NULL;Closed;1;-2.7631;0.0000;Running;2.0934;11;0.0000;0;0.0000;8;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 15:24:02.5968;1403;0ecdeae23e015f3fd3da6c2485691355;anonymous;NULL;Closed;1;-2.7631;0.0000;Running;2.0934;10;0.0500;0;0.0000;8;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-02-02 15:24:03.0825;1428;0ecdeae23e015f3fd3da6c2485691355;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7004;1;(0.838 0.798 0.793 0.783 0.784 0.732 0.724 0.700 )
InputWindowChange;2021-02-02 15:24:07.3486;1665;0ecdeae23e015f3fd3da6c2485691355;anonymous;NULL;Open;2;0.0000;0.0000;Running;3.3030;10;0.0500;0;0.0000;8;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-02-02 15:24:09.8666;1808;0ecdeae23e015f3fd3da6c2485691355;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7635;2;(0.774 0.790 0.833 0.875 0.891 0.870 0.835 0.764 )
