Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;TrialGoal
BCIStateUpdated;2021-01-26 09:06:51.4396;1;d75605d91edbb14d1f6c7f928857321f;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-26 09:06:53.9546;82;d75605d91edbb14d1f6c7f928857321f;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-26 09:06:54.0453;83;d75605d91edbb14d1f6c7f928857321f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-26 09:06:55.7345;199;d75605d91edbb14d1f6c7f928857321f;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-26 09:06:56.5854;270;d75605d91edbb14d1f6c7f928857321f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7104;1;NULL
Rest;2021-01-26 09:06:56.7525;277;d75605d91edbb14d1f6c7f928857321f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6611;1;NULL
MotorImagery;2021-01-26 09:06:58.6626;392;d75605d91edbb14d1f6c7f928857321f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7172;2;NULL
Rest;2021-01-26 09:06:59.5731;441;d75605d91edbb14d1f6c7f928857321f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6350;2;NULL
MotorImagery;2021-01-26 09:07:00.1546;480;d75605d91edbb14d1f6c7f928857321f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7136;3;NULL
Rest;2021-01-26 09:07:00.2892;490;d75605d91edbb14d1f6c7f928857321f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6691;3;NULL
MotorImagery;2021-01-26 09:07:03.3442;709;d75605d91edbb14d1f6c7f928857321f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8295;4;NULL
InputWindowChange;2021-01-26 09:07:04.1504;764;d75605d91edbb14d1f6c7f928857321f;anonymous;NULL;Open;0;0.0000;0.0000;Running;2.0555;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
Rest;2021-01-26 09:07:05.7080;874;d75605d91edbb14d1f6c7f928857321f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6699;4;NULL
InputWindowChange;2021-01-26 09:07:08.1378;1044;d75605d91edbb14d1f6c7f928857321f;anonymous;NULL;Closed;0;0.0072;0.0000;Running;2.0555;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-26 09:07:08.1407;1044;d75605d91edbb14d1f6c7f928857321f;anonymous;NULL;Closed;0;0.0072;0.0000;Running;2.0555;20;0.0000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;AccInput
MotorImagery;2021-01-26 09:07:15.4959;1508;d75605d91edbb14d1f6c7f928857321f;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7256;5;NULL
