SessionID;Timestamp;Framecount;Email;DeviceID;FabInputTrials;AccInputTrials;RejInputTrials;Trials;InterTrialInterval_sec;InputWindow_sec;noInputReceivedFabAlarm_sec;FabAlarmVariability_sec;ConfidenceThreshold;BCIProcessingMode;ConsecutiveThresholdBufferSize
d75605d91edbb14d1f6c7f928857321f;2021-01-26 09:06:51.4376;1;anonymous;672c79dd700423a845a1ad6147a6afcd2d17534f;0;20;0;20;4.5000;4.0000;2.0000;1.0000;0.7000;SingleThreshold;8
