Event;Timestamp;Framecount;SessionID;Email;BCIConfidence;BCIState
Sample;2021-01-29 10:01:29.9576;21;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.7882;ReceivingData
Sample;2021-01-29 10:01:29.9705;22;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.7268;ReceivingData
Sample;2021-01-29 10:01:29.9875;23;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.7463;ReceivingData
Sample;2021-01-29 10:01:30.0723;28;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.7425;ReceivingData
Sample;2021-01-29 10:01:30.0882;29;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6855;ReceivingData
Sample;2021-01-29 10:01:30.2069;36;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6601;ReceivingData
Sample;2021-01-29 10:01:30.2239;37;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6999;ReceivingData
Sample;2021-01-29 10:01:30.3246;43;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6896;ReceivingData
Sample;2021-01-29 10:01:30.3416;44;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6753;ReceivingData
Sample;2021-01-29 10:01:30.4582;51;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6386;ReceivingData
Sample;2021-01-29 10:01:30.4753;52;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6822;ReceivingData
Sample;2021-01-29 10:01:30.5929;59;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6546;ReceivingData
Sample;2021-01-29 10:01:30.6098;60;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6700;ReceivingData
Sample;2021-01-29 10:01:30.7275;67;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6715;ReceivingData
Sample;2021-01-29 10:01:30.7445;68;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6410;ReceivingData
Sample;2021-01-29 10:01:30.8452;74;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6432;ReceivingData
Sample;2021-01-29 10:01:30.8612;75;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.6748;ReceivingData
Sample;2021-01-29 10:01:30.8781;76;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.7057;ReceivingData
Sample;2021-01-29 10:01:30.9624;81;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.7535;ReceivingData
Sample;2021-01-29 10:01:30.9794;82;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.7609;ReceivingData
Sample;2021-01-29 10:01:31.0971;89;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.7884;ReceivingData
Sample;2021-01-29 10:01:31.1140;90;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.8276;ReceivingData
Sample;2021-01-29 10:01:31.2147;96;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.8502;ReceivingData
Sample;2021-01-29 10:01:31.2317;97;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.8318;ReceivingData
Sample;2021-01-29 10:01:31.3664;105;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.7734;ReceivingData
Sample;2021-01-29 10:01:31.3833;106;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.7440;ReceivingData
Sample;2021-01-29 10:01:31.4840;112;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.7136;ReceivingData
Sample;2021-01-29 10:01:31.5010;113;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.5631;ReceivingData
Sample;2021-01-29 10:01:31.6017;119;fc1abd7ff2867cc72b00dc680fbf5b47;anonymous;0.5580;ReceivingData
