Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;BCIThresholdBuffer;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-29 13:28:26.7367;1;a7a69f2e1475c517a610a1df4f8e056a;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 13:28:29.3236;15;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 13:28:29.3649;18;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:28:37.5478;387;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.8282;1;(0.806 0.828 0.665 0.720 0.746 0.757 0.787 0.795 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 13:28:38.0719;418;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.6417;1;(0.676 0.642 0.839 0.833 0.811 0.772 0.678 0.685 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:28:41.2694;607;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.6534;2;(0.653 0.651 0.681 0.756 0.744 0.757 0.737 0.699 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 13:28:41.3891;614;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.6387;2;(0.653 0.639 0.681 0.756 0.744 0.757 0.737 0.699 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:28:41.8945;644;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.6592;3;(0.666 0.659 0.665 0.732 0.774 0.762 0.716 0.671 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 13:28:41.9135;645;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.6084;3;(0.666 0.659 0.608 0.732 0.774 0.762 0.716 0.671 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:28:50.0923;1123;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.7034;4;(0.740 0.761 0.743 0.703 0.705 0.741 0.717 0.711 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 13:28:50.3456;1137;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.5778;4;(0.740 0.761 0.743 0.703 0.700 0.678 0.680 0.578 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-29 13:28:53.0919;1272;a7a69f2e1475c517a610a1df4f8e056a;anonymous;NULL;NULL;NULL;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-29 13:28:55.0636;1381;a7a69f2e1475c517a610a1df4f8e056a;anonymous;NULL;NULL;NULL;NULL;Open;0;0.0000;0.0000;Running;3.1250;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-29 13:28:56.0835;1439;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.8481;5;(0.796 0.754 0.807 0.799 0.818 0.838 0.848 0.772 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 13:28:56.0875;1439;a7a69f2e1475c517a610a1df4f8e056a;anonymous;NULL;NULL;NULL;NULL;Closed;0;-3.9840;0.0000;Running;3.1250;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-29 13:28:56.0915;1439;a7a69f2e1475c517a610a1df4f8e056a;anonymous;NULL;NULL;NULL;NULL;Closed;0;-3.9840;0.0000;Running;3.1250;9;0.0500;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-29 13:28:57.9814;1544;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.6413;5;(0.942 0.914 0.869 0.824 0.783 0.740 0.641 0.944 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:28:58.7542;1586;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.7538;6;(0.745 0.755 0.767 0.754 0.658 0.653 0.732 0.740 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-29 13:28:59.1287;1607;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.6436;6;(0.666 0.644 0.767 0.754 0.724 0.716 0.718 0.732 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 13:29:00.9529;1705;a7a69f2e1475c517a610a1df4f8e056a;anonymous;ReceivingData;0.7501;7;(0.750 0.673 0.759 0.745 0.739 0.693 0.725 0.728 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
