Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2021-01-29 14:41:57.8180;1;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 14:42:00.3908;18;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-29 14:42:00.4776;23;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-29 14:42:07.0307;336;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 14:42:09.0221;445;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Open;0;0.0000;0.0000;Running;3.8660;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 14:42:12.8990;667;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;0;-1.1182;0.0000;Running;3.8660;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 14:42:12.9039;667;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;0;-1.1182;0.0000;Running;3.8660;10;0.0000;5;0.0500;4;0.0000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput;NULL;NULL;NULL
InputWindowChange;2021-01-29 14:42:16.0322;850;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Open;1;0.0000;0.0000;Running;4.0676;10;0.0000;5;0.0500;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 14:42:19.3017;1041;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8688;1;(0.839 0.841 0.843 0.869 0.766 0.774 0.813 0.836 )
InputWindowChange;2021-01-29 14:42:19.3037;1041;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;1;-1.7305;0.0000;Running;4.0676;10;0.0000;5;0.0500;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 14:42:19.3047;1041;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;1;-1.7305;0.0000;Running;4.0676;9;0.0500;5;0.0500;4;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-01-29 14:42:20.0861;1086;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7163;1;(0.716 0.811 0.810 0.805 0.794 0.772 0.763 0.754 )
InputWindowChange;2021-01-29 14:42:23.0349;1258;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Open;2;0.0000;0.0000;Running;3.1111;9;0.0500;5;0.0500;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 14:42:28.0375;1534;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;2;0.0036;0.0000;Running;3.1111;9;0.0500;5;0.0500;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 14:42:28.0505;1534;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;2;0.0036;0.0000;Running;3.1111;10;0.0500;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-29 14:42:30.0425;1650;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Open;3;0.0000;0.0000;Running;2.9747;10;0.0500;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 14:42:30.6679;1687;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8035;2;(0.802 0.804 0.754 0.752 0.768 0.762 0.772 0.797 )
InputWindowChange;2021-01-29 14:42:30.6689;1687;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;3;-4.3708;0.0000;Running;2.9747;10;0.0500;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 14:42:30.6689;1687;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;3;-4.3708;0.0000;Running;2.9747;9;0.1000;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-01-29 14:42:31.0506;1709;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7457;2;(0.802 0.804 0.802 0.809 0.796 0.787 0.767 0.746 )
MotorImagery;2021-01-29 14:42:33.3680;1845;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7501;3;(0.774 0.773 0.755 0.762 0.762 0.750 0.762 0.764 )
Rest;2021-01-29 14:42:33.4613;1850;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7318;3;(0.774 0.773 0.755 0.762 0.762 0.750 0.762 0.732 )
MotorImagery;2021-01-29 14:42:35.6307;1977;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7946;4;(0.763 0.773 0.787 0.795 0.755 0.761 0.775 0.759 )
Rest;2021-01-29 14:42:36.0197;2000;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7492;4;(0.786 0.767 0.749 0.795 0.801 0.812 0.811 0.794 )
InputWindowChange;2021-01-29 14:42:37.0496;2060;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Open;4;0.0000;0.0000;Running;1.8291;9;0.1000;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 14:42:37.0506;2060;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7692;5;(0.786 0.778 0.768 0.769 0.758 0.783 0.787 0.778 )
Rest;2021-01-29 14:42:37.2002;2069;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7347;5;(0.786 0.778 0.768 0.769 0.770 0.756 0.735 0.778 )
InputWindowChange;2021-01-29 14:42:38.8956;2168;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;4;-3.1542;0.0000;Running;1.8291;9;0.1000;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 14:42:38.8966;2168;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;4;-3.1542;0.0000;Running;1.8291;9;0.1000;4;0.1000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput;NULL;NULL;NULL
MotorImagery;2021-01-29 14:42:38.9485;2171;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8252;6;(0.820 0.838 0.825 0.762 0.771 0.774 0.778 0.788 )
Rest;2021-01-29 14:42:39.2287;2187;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7273;6;(0.727 0.838 0.825 0.812 0.795 0.769 0.752 0.764 )
InputWindowChange;2021-01-29 14:42:44.0601;2467;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Open;5;0.0000;0.0000;Running;2.2744;9;0.1000;4;0.1000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 14:42:46.3396;2594;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;5;-2.7231;0.0000;Running;2.2744;9;0.1000;4;0.1000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 14:42:46.3406;2594;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;5;-2.7231;0.0000;Running;2.2744;9;0.1000;3;0.1500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput;NULL;NULL;NULL
InputWindowChange;2021-01-29 14:42:51.0617;2854;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Open;6;0.0000;0.0000;Running;4.3733;9;0.1000;3;0.1500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 14:42:52.8807;2952;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8517;7;(0.843 0.845 0.851 0.852 0.763 0.813 0.826 0.840 )
Rest;2021-01-29 14:42:53.6464;2995;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7428;7;(0.743 0.866 0.864 0.859 0.861 0.832 0.779 0.772 )
InputWindowChange;2021-01-29 14:42:55.4477;3096;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;6;-0.6162;0.0000;Running;4.3733;9;0.1000;3;0.1500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 14:42:55.4477;3096;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;6;-0.6162;0.0000;Running;4.3733;9;0.1000;2;0.2000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput;NULL;NULL;NULL
InputWindowChange;2021-01-29 14:42:58.0724;3243;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Open;7;0.0000;0.0000;Running;4.5548;9;0.1000;2;0.2000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 14:43:03.0739;3529;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;7;0.0006;0.0000;Running;4.5548;9;0.1000;2;0.2000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 14:43:03.0809;3529;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;7;0.0006;0.0000;Running;4.5548;10;0.1000;2;0.2000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
MotorImagery;2021-01-29 14:43:03.7194;3565;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8691;8;(0.869 0.772 0.808 0.809 0.837 0.852 0.863 0.858 )
Rest;2021-01-29 14:43:04.1348;3588;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7377;8;(0.869 0.862 0.845 0.776 0.766 0.751 0.752 0.738 )
InputWindowChange;2021-01-29 14:43:05.0856;3643;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Open;8;0.0000;0.0000;Running;1.1077;10;0.1000;2;0.2000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 14:43:06.5630;3726;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7838;9;(0.767 0.768 0.762 0.760 0.760 0.769 0.762 0.784 )
InputWindowChange;2021-01-29 14:43:06.5670;3726;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;8;-3.5213;0.0000;Running;1.1077;10;0.1000;2;0.2000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 14:43:06.5680;3726;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Closed;8;-3.5213;0.0000;Running;1.1077;9;0.1500;2;0.2000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-01-29 14:43:06.9575;3749;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7382;9;(0.785 0.790 0.793 0.776 0.778 0.759 0.738 0.784 )
MotorImagery;2021-01-29 14:43:11.7114;4020;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8075;10;(0.787 0.780 0.801 0.816 0.819 0.817 0.808 0.770 )
Rest;2021-01-29 14:43:11.9129;4031;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7448;10;(0.787 0.785 0.745 0.816 0.819 0.817 0.808 0.783 )
InputWindowChange;2021-01-29 14:43:12.1014;4042;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;NULL;Open;9;0.0000;0.0000;Running;3.4341;9;0.1500;2;0.2000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 14:43:12.9357;4091;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7687;11;(0.777 0.779 0.769 0.766 0.782 0.789 0.781 0.773 )
Rest;2021-01-29 14:43:13.0710;4099;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7462;11;(0.777 0.779 0.769 0.756 0.746 0.789 0.781 0.773 )
MotorImagery;2021-01-29 14:43:14.6679;4191;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7776;12;(0.761 0.796 0.810 0.825 0.831 0.816 0.804 0.778 )
Rest;2021-01-29 14:43:15.2828;4227;4589c4f24a6d6d5929a0c3a37fe44e4b;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7432;12;(0.778 0.743 0.784 0.795 0.780 0.785 0.790 0.799 )
