Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;BCIThresholdBuffer;TrialGoal
MotorImagery;2021-01-29 10:58:03.5993;660;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6969;3;(0.724 0.720 0.697 0.697 0.668 0.695 0.687 0.736 );NULL
Rest;2021-01-29 10:58:04.8014;728;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6450;3;(0.645 0.767 0.741 0.711 0.682 0.706 0.692 0.695 );NULL
InputWindowChange;2021-01-29 10:58:05.7400;782;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;1;0.0000;0.0000;Running;3.9119;9;0.0500;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:58:09.6642;1013;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;1;-1.0737;0.0000;Running;3.9119;9;0.0500;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:58:09.6642;1013;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;1;-1.0737;0.0000;Running;3.9119;9;0.0500;5;0.0500;4;0.0000;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;NULL;FabInput
MotorImagery;2021-01-29 10:58:12.4283;1176;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7073;4;(0.715 0.736 0.687 0.696 0.698 0.710 0.707 0.679 );NULL
InputWindowChange;2021-01-29 10:58:12.7485;1195;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;2;0.0000;0.0000;Running;3.0432;9;0.0500;5;0.0500;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
Rest;2021-01-29 10:58:12.8153;1199;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6232;4;(0.723 0.713 0.697 0.709 0.685 0.667 0.623 0.706 );NULL
InputWindowChange;2021-01-29 10:58:17.7564;1461;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;2;0.0085;0.0000;Running;3.0432;9;0.0500;5;0.0500;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:58:17.7594;1461;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;2;0.0085;0.0000;Running;3.0432;10;0.0500;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;AccInput
InputWindowChange;2021-01-29 10:58:19.7631;1574;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;3;0.0000;0.0000;Running;1.2907;10;0.0500;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:58:24.7687;1859;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;3;0.0025;0.0000;Running;1.2907;10;0.0500;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:58:24.7717;1859;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;3;0.0025;0.0000;Running;1.2907;11;0.0500;5;0.0500;0;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;AccInput
InputWindowChange;2021-01-29 10:58:26.7688;1971;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;4;0.0000;0.0000;Running;1.1381;11;0.0500;5;0.0500;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:58:31.7863;2262;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;4;0.0135;0.0000;Running;1.1381;11;0.0500;5;0.0500;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:58:31.7912;2262;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;4;0.0135;0.0000;Running;1.1381;12;0.0500;5;0.0500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;AccInput
InputWindowChange;2021-01-29 10:58:33.7790;2379;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;5;0.0000;0.0000;Running;1.8342;12;0.0500;5;0.0500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:58:35.6135;2482;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;5;-3.1654;0.0000;Running;1.8342;12;0.0500;5;0.0500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:58:35.6215;2482;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;5;-3.1654;0.0000;Running;1.8342;12;0.0500;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;NULL;FabInput
MotorImagery;2021-01-29 10:58:39.7849;2726;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7386;5;(0.739 0.684 0.687 0.689 0.730 0.755 0.745 0.744 );NULL
Rest;2021-01-29 10:58:40.4142;2762;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6447;5;(0.745 0.676 0.645 0.729 0.719 0.689 0.747 0.758 );NULL
InputWindowChange;2021-01-29 10:58:40.7823;2783;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;6;0.0000;0.0000;Running;1.8389;12;0.0500;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:58:42.6298;2889;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;6;-3.1558;0.0000;Running;1.8389;12;0.0500;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:58:42.6318;2889;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;6;-3.1558;0.0000;Running;1.8389;12;0.0500;3;0.1500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;NULL;FabInput
MotorImagery;2021-01-29 10:58:44.9041;3016;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6804;6;(0.682 0.654 0.654 0.668 0.675 0.680 0.657 0.683 );NULL
Rest;2021-01-29 10:58:45.0148;3021;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6248;6;(0.682 0.654 0.654 0.668 0.675 0.680 0.625 0.683 );NULL
InputWindowChange;2021-01-29 10:58:47.7878;3179;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;7;0.0000;0.0000;Running;1.4967;12;0.0500;3;0.1500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:58:49.2923;3264;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;7;-3.4928;0.0000;Running;1.4967;12;0.0500;3;0.1500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:58:49.2933;3264;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;7;-3.4928;0.0000;Running;1.4967;12;0.0500;2;0.2000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;NULL;FabInput
MotorImagery;2021-01-29 10:58:49.8857;3297;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6757;7;(0.690 0.676 0.710 0.710 0.714 0.716 0.707 0.673 );NULL
Rest;2021-01-29 10:58:50.2328;3317;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6339;7;(0.690 0.676 0.682 0.653 0.664 0.654 0.634 0.673 );NULL
InputWindowChange;2021-01-29 10:58:54.7950;3575;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;8;0.0000;0.0000;Running;4.5159;12;0.0500;2;0.2000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 10:58:56.5544;3672;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6957;8;(0.696 0.651 0.661 0.655 0.668 0.699 0.708 0.707 );NULL
InputWindowChange;2021-01-29 10:58:56.5544;3672;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;8;-3.2406;0.0000;Running;4.5159;12;0.0500;2;0.2000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:58:56.5564;3672;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;8;-3.2406;0.0000;Running;4.5159;11;0.1000;2;0.2000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-29 10:58:57.1539;3705;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6310;8;(0.675 0.631 0.662 0.744 0.762 0.750 0.728 0.706 );NULL
InputWindowChange;2021-01-29 10:59:01.7996;3967;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;9;0.0000;0.0000;Running;2.7868;11;0.1000;2;0.2000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:59:06.8156;4249;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;9;0.0132;0.0000;Running;2.7868;11;0.1000;2;0.2000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:59:06.8216;4249;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;9;0.0132;0.0000;Running;2.7868;12;0.1000;2;0.2000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;AccInput
MotorImagery;2021-01-29 10:59:07.4036;4282;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7105;9;(0.722 0.743 0.745 0.749 0.734 0.710 0.652 0.689 );NULL
InputWindowChange;2021-01-29 10:59:08.8041;4360;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;10;0.0000;0.0000;Running;3.5372;12;0.1000;2;0.2000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
Rest;2021-01-29 10:59:09.3936;4393;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6000;9;(0.731 0.711 0.707 0.714 0.690 0.679 0.600 0.723 );NULL
MotorImagery;2021-01-29 10:59:12.9790;4594;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7365;10;(0.702 0.736 0.736 0.650 0.683 0.691 0.696 0.713 );NULL
InputWindowChange;2021-01-29 10:59:12.9810;4594;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;10;-0.8246;0.0000;Running;3.5372;12;0.1000;2;0.2000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:59:12.9830;4594;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;10;-0.8246;0.0000;Running;3.5372;11;0.1500;2;0.2000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-29 10:59:13.6123;4630;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6266;10;(0.780 0.744 0.731 0.672 0.627 0.777 0.802 0.794 );NULL
InputWindowChange;2021-01-29 10:59:15.8153;4750;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;11;0.0000;0.0000;Running;1.4477;11;0.1500;2;0.2000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:59:17.2658;4831;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;11;-3.5474;0.0000;Running;1.4477;11;0.1500;2;0.2000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:59:17.2668;4831;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;11;-3.5474;0.0000;Running;1.4477;11;0.1500;1;0.2500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;NULL;FabInput
InputWindowChange;2021-01-29 10:59:22.8245;5142;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;12;0.0000;0.0000;Running;4.8062;11;0.1500;1;0.2500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:59:27.8370;5420;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;12;0.0121;0.0000;Running;4.8062;11;0.1500;1;0.2500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:59:27.8390;5420;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;12;0.0121;0.0000;Running;4.8062;11;0.1500;1;0.2500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;AccInput
InputWindowChange;2021-01-29 10:59:29.8400;5535;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;13;0.0000;0.0000;Running;4.0366;11;0.1500;1;0.2500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:59:34.8533;5824;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;13;0.0089;0.0000;Running;4.0366;11;0.1500;1;0.2500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:59:34.8573;5824;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;13;0.0089;0.0000;Running;4.0366;11;0.1500;1;0.2500;0;0.3000;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;AccInput
InputWindowChange;2021-01-29 10:59:36.8565;5940;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;14;0.0000;0.0000;Running;4.0035;11;0.1500;1;0.2500;0;0.3000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:59:41.8645;6232;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;14;0.0083;0.0000;Running;4.0035;11;0.1500;1;0.2500;0;0.3000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:59:41.8685;6232;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;14;0.0083;0.0000;Running;4.0035;11;0.1500;1;0.2500;0;0.3500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;AccInput
InputWindowChange;2021-01-29 10:59:43.8892;6350;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;15;0.0000;0.0000;Running;2.6723;11;0.1500;1;0.2500;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 10:59:46.5558;6501;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;15;-2.3206;0.0000;Running;2.6723;11;0.1500;1;0.2500;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:59:46.5568;6501;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;15;-2.3206;0.0000;Running;2.6723;11;0.1500;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;NULL;FabInput
MotorImagery;2021-01-29 10:59:48.8176;6631;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7187;11;(0.672 0.693 0.695 0.731 0.738 0.734 0.710 0.719 );NULL
Rest;2021-01-29 10:59:49.2906;6658;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5952;11;(0.663 0.595 0.762 0.772 0.739 0.746 0.694 0.673 );NULL
InputWindowChange;2021-01-29 10:59:50.8881;6749;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;16;0.0000;0.0000;Running;3.7475;11;0.1500;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 10:59:51.8340;6803;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6852;12;(0.695 0.689 0.685 0.653 0.664 0.691 0.694 0.693 );NULL
InputWindowChange;2021-01-29 10:59:51.8350;6803;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;16;-4.0556;0.0000;Running;3.7475;11;0.1500;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 10:59:51.8360;6803;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;16;-4.0556;0.0000;Running;3.7475;10;0.2000;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-29 10:59:51.9357;6809;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6385;12;(0.695 0.689 0.685 0.673 0.639 0.691 0.694 0.693 );NULL
MotorImagery;2021-01-29 10:59:57.7151;7131;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6725;13;(0.706 0.694 0.690 0.678 0.672 0.685 0.711 0.736 );NULL
Rest;2021-01-29 10:59:57.8696;7140;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6028;13;(0.706 0.694 0.690 0.678 0.672 0.655 0.603 0.736 );NULL
InputWindowChange;2021-01-29 10:59:57.9026;7142;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;17;0.0000;0.0000;Running;1.9885;10;0.2000;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-29 11:00:02.3255;7388;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7185;14;(0.735 0.725 0.718 0.679 0.701 0.670 0.699 0.710 );NULL
InputWindowChange;2021-01-29 11:00:02.3265;7388;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;17;-0.5768;0.0000;Running;1.9885;10;0.2000;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-29 11:00:02.3265;7388;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;17;-0.5768;0.0000;Running;1.9885;9;0.2500;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-29 11:00:02.4631;7396;d3bada17a59a5c0b578608575472a2de;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6493;14;(0.735 0.725 0.718 0.702 0.649 0.670 0.699 0.710 );NULL
InputWindowChange;2021-01-29 11:00:04.9162;7533;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Open;18;0.0000;0.0000;Running;4.1982;9;0.2500;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-29 11:00:09.9228;7815;d3bada17a59a5c0b578608575472a2de;anonymous;NULL;Closed;18;0.0103;0.0000;Running;4.1982;9;0.2500;0;0.3000;0;0.3500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
