Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;BCIThresholdBuffer;TrialGoal
BCIStateUpdated;2021-02-02 12:39:58.0993;1;1c4b8b742985c43c344f5361670b69a2;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 12:40:00.6685;16;1c4b8b742985c43c344f5361670b69a2;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 12:40:00.8600;17;1c4b8b742985c43c344f5361670b69a2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-02-02 12:40:05.6467;201;1c4b8b742985c43c344f5361670b69a2;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:40:07.6157;313;1c4b8b742985c43c344f5361670b69a2;anonymous;NULL;Open;0;0.0000;0.0000;Running;3.9498;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-02-02 12:40:09.9861;450;1c4b8b742985c43c344f5361670b69a2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7752;1;(0.782 0.790 0.769 0.775 0.767 0.759 0.781 0.777 );NULL
Rest;2021-02-02 12:40:10.4915;480;1c4b8b742985c43c344f5361670b69a2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7027;1;(0.756 0.751 0.733 0.703 0.770 0.768 0.778 0.763 );NULL
InputWindowChange;2021-02-02 12:40:11.5756;544;1c4b8b742985c43c344f5361670b69a2;anonymous;NULL;Closed;0;-1.0410;0.0000;Running;3.9498;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 12:40:11.5806;544;1c4b8b742985c43c344f5361670b69a2;anonymous;NULL;Closed;0;-1.0410;0.0000;Running;3.9498;10;0.0000;5;0.0500;4;0.0000;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;NULL;FabInput
InputWindowChange;2021-02-02 12:40:14.6135;724;1c4b8b742985c43c344f5361670b69a2;anonymous;NULL;Open;1;0.0000;0.0000;Running;2.5791;10;0.0000;5;0.0500;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
