SessionID;Timestamp;Framecount;Email;DeviceID;FabInputTrials;AccInputTrials;RejInputTrials;Trials;InterTrialInterval_sec;InputWindow_sec;noInputReceivedFabAlarm_sec;FabAlarmVariability_sec;ConfidenceThreshold;BCIProcessingMode;ConsecutiveThresholdBufferSize
d0d7df2d50c0ae6e6441f982ab20a2c2;2021-01-25 15:08:43.4036;1;anonymous;d2d9ea6de86abce81c8ea291f33dbd9c3764a00e;0;20;0;20;4.5000;4.0000;2.0000;1.0000;0.6400;SingleThreshold;8
