Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2021-01-28 10:12:50.6948;1;51caaf75357bcd94df42f378032ef3a6;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 10:12:53.2703;17;51caaf75357bcd94df42f378032ef3a6;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 10:12:53.3461;22;51caaf75357bcd94df42f378032ef3a6;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 10:13:24.1406;1601;51caaf75357bcd94df42f378032ef3a6;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 10:13:26.1255;1719;51caaf75357bcd94df42f378032ef3a6;anonymous;NULL;Open;0;0.0000;0.0000;Running;3.9540;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 10:13:31.1278;2014;51caaf75357bcd94df42f378032ef3a6;anonymous;NULL;Closed;0;0.0023;0.0000;Running;3.9540;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 10:13:31.1378;2014;51caaf75357bcd94df42f378032ef3a6;anonymous;NULL;Closed;0;0.0023;0.0000;Running;3.9540;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;RejInput;NULL;NULL;NULL
MotorImagery;2021-01-28 10:13:31.9369;2062;51caaf75357bcd94df42f378032ef3a6;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8793;1;(0.850 0.856 0.870 0.874 0.879 0.773 0.750 0.816 )
Rest;2021-01-28 10:13:32.0705;2070;51caaf75357bcd94df42f378032ef3a6;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6884;1;(0.850 0.856 0.870 0.874 0.879 0.857 0.688 0.816 )
InputWindowChange;2021-01-28 10:13:33.1376;2131;51caaf75357bcd94df42f378032ef3a6;anonymous;NULL;Open;1;0.0000;0.0000;Running;3.2778;10;0.0000;0;0.0000;9;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
