Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2021-02-02 12:32:19.6686;1;e44fb5926569fdc4b28622047f48d799;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 12:32:22.2549;17;e44fb5926569fdc4b28622047f48d799;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-02-02 12:32:23.2612;36;e44fb5926569fdc4b28622047f48d799;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-02-02 12:33:28.3470;3688;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:33:30.3185;3798;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Open;0;0.0000;0.0000;Running;1.2500;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:33:35.3259;4074;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;0;0.0069;0.0000;Running;1.2500;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 12:33:35.3309;4074;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;0;0.0069;0.0000;Running;1.2500;14;0.0000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:33:37.3275;4187;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Open;1;0.0000;0.0000;Running;2.7049;14;0.0000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-02-02 12:33:40.6458;4373;e44fb5926569fdc4b28622047f48d799;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7725;1;(0.755 0.774 0.773 0.746 0.754 0.756 0.746 0.757 )
InputWindowChange;2021-02-02 12:33:40.6478;4373;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;1;-1.6861;0.0000;Running;2.7049;14;0.0000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 12:33:40.6488;4373;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;1;-1.6861;0.0000;Running;2.7049;13;0.0500;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-02-02 12:33:40.7994;4382;e44fb5926569fdc4b28622047f48d799;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6902;1;(0.755 0.774 0.773 0.740 0.730 0.690 0.746 0.757 )
InputWindowChange;2021-02-02 12:33:44.3417;4577;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Open;2;0.0000;0.0000;Running;1.7141;13;0.0500;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-02-02 12:33:44.7463;4600;e44fb5926569fdc4b28622047f48d799;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7820;2;(0.782 0.745 0.762 0.768 0.785 0.787 0.784 0.775 )
InputWindowChange;2021-02-02 12:33:44.7483;4600;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;2;-4.5932;0.0000;Running;1.7141;13;0.0500;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 12:33:44.7493;4600;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;2;-4.5932;0.0000;Running;1.7141;12;0.1000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-02-02 12:33:45.3766;4636;e44fb5926569fdc4b28622047f48d799;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7127;2;(0.758 0.713 0.754 0.743 0.760 0.752 0.759 0.767 )
InputWindowChange;2021-02-02 12:33:51.3418;4972;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Open;3;0.0000;0.0000;Running;3.8448;12;0.1000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:33:56.3526;5245;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;3;0.0089;0.0000;Running;3.8448;12;0.1000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 12:33:56.3546;5245;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;3;0.0089;0.0000;Running;3.8448;12;0.1000;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:33:58.3504;5355;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Open;4;0.0000;0.0000;Running;1.5075;12;0.1000;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:34:03.3543;5632;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;4;0.0075;0.0000;Running;1.5075;12;0.1000;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 12:34:03.3563;5632;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;4;0.0075;0.0000;Running;1.5075;12;0.1000;6;0.0000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:34:05.3596;5746;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Open;5;0.0000;0.0000;Running;3.3372;12;0.1000;6;0.0000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:34:10.3658;6035;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;5;0.0050;0.0000;Running;3.3372;12;0.1000;6;0.0000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 12:34:10.3668;6035;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;5;0.0050;0.0000;Running;3.3372;12;0.1000;6;0.0000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:34:12.3698;6147;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Open;6;0.0000;0.0000;Running;3.0403;12;0.1000;6;0.0000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:34:15.4115;6321;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;6;-1.9583;0.0000;Running;3.0403;12;0.1000;6;0.0000;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 12:34:15.4174;6321;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;6;-1.9583;0.0000;Running;3.0403;12;0.1000;5;0.0500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:34:19.3769;6554;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Open;7;0.0000;0.0000;Running;1.7715;12;0.1000;5;0.0500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:34:24.3837;6836;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;7;0.0076;0.0000;Running;1.7715;12;0.1000;5;0.0500;0;0.2000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 12:34:24.3856;6836;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;7;0.0076;0.0000;Running;1.7715;12;0.1000;5;0.0500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-02-02 12:34:26.3816;6949;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Open;8;0.0000;0.0000;Running;3.3944;12;0.1000;5;0.0500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-02-02 12:34:26.9978;6985;e44fb5926569fdc4b28622047f48d799;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7666;3;(0.781 0.767 0.786 0.781 0.812 0.795 0.811 0.805 )
InputWindowChange;2021-02-02 12:34:26.9988;6985;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;8;-4.3802;0.0000;Running;3.3944;12;0.1000;5;0.0500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-02-02 12:34:26.9988;6985;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Closed;8;-4.3802;0.0000;Running;3.3944;11;0.1500;5;0.0500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL;NULL
Rest;2021-02-02 12:34:27.7149;7026;e44fb5926569fdc4b28622047f48d799;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7056;3;(0.783 0.762 0.756 0.754 0.744 0.706 0.775 0.790 )
InputWindowChange;2021-02-02 12:34:33.3805;7338;e44fb5926569fdc4b28622047f48d799;anonymous;NULL;Open;9;0.0000;0.0000;Running;4.8062;11;0.1500;5;0.0500;0;0.2500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-02-02 12:34:35.3478;7444;e44fb5926569fdc4b28622047f48d799;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7532;4;(0.781 0.781 0.769 0.753 0.753 0.728 0.739 0.761 )
Rest;2021-02-02 12:34:35.5891;7458;e44fb5926569fdc4b28622047f48d799;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7125;4;(0.725 0.712 0.769 0.753 0.753 0.753 0.740 0.736 )
MotorImagery;2021-02-02 12:34:37.7636;7581;e44fb5926569fdc4b28622047f48d799;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7288;5;(0.757 0.736 0.734 0.745 0.743 0.729 0.744 0.768 )
Rest;2021-02-02 12:34:38.0139;7594;e44fb5926569fdc4b28622047f48d799;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7196;5;(0.720 0.736 0.734 0.745 0.743 0.729 0.741 0.725 )
