Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;BCIThresholdBuffer;TrialGoal
BCIStateUpdated;2021-01-28 10:09:33.0484;1;d19eabb728a0c2ff97dd8f4770290592;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 10:09:35.6213;17;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 10:09:35.7131;23;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 10:09:46.0627;539;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 10:09:48.0356;647;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Open;0;0.0000;0.0000;Running;2.4757;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 10:09:48.5200;669;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8080;1;(0.773 0.758 0.786 0.820 0.823 0.808 0.700 0.700 );NULL
InputWindowChange;2021-01-28 10:09:48.5370;669;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;0;-4.5126;0.0000;Running;2.4757;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 10:09:48.5410;669;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;0;-4.5126;0.0000;Running;2.4757;19;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-28 10:09:49.2435;711;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6901;1;(0.755 0.726 0.690 0.795 0.795 0.782 0.791 0.821 );NULL
InputWindowChange;2021-01-28 10:09:55.0342;1052;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Open;1;0.0000;0.0000;Running;1.8493;19;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 10:10:00.0382;1347;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;1;0.0029;0.0000;Running;1.8493;19;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 10:10:00.0482;1347;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;1;0.0029;0.0000;Running;1.8493;19;0.0500;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;NULL;AccInput
InputWindowChange;2021-01-28 10:10:02.0433;1465;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Open;2;0.0000;0.0000;Running;4.6949;19;0.0500;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 10:10:06.5105;1707;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8133;2;(0.811 0.821 0.813 0.706 0.744 0.749 0.790 0.781 );NULL
InputWindowChange;2021-01-28 10:10:06.5105;1707;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;2;-0.5346;0.0000;Running;4.6949;19;0.0500;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 10:10:06.5115;1707;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;2;-0.5346;0.0000;Running;4.6949;18;0.1000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-28 10:10:06.9005;1730;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6964;2;(0.723 0.696 0.813 0.792 0.795 0.790 0.800 0.747 );NULL
InputWindowChange;2021-01-28 10:10:09.0560;1856;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Open;3;0.0000;0.0000;Running;1.8634;18;0.1000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 10:10:12.2480;2044;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7961;3;(0.742 0.777 0.796 0.734 0.729 0.765 0.770 0.758 );NULL
InputWindowChange;2021-01-28 10:10:12.2511;2044;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;3;-1.8069;0.0000;Running;1.8634;18;0.1000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 10:10:12.2540;2044;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;3;-1.8069;0.0000;Running;1.8634;17;0.1500;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-28 10:10:12.9178;2083;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6364;3;(0.708 0.725 0.769 0.740 0.722 0.701 0.636 0.708 );NULL
InputWindowChange;2021-01-28 10:10:16.0673;2269;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Open;4;0.0000;0.0000;Running;1.8338;17;0.1500;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 10:10:16.8562;2315;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7615;4;(0.721 0.764 0.763 0.776 0.728 0.710 0.762 0.762 );NULL
InputWindowChange;2021-01-28 10:10:16.8582;2315;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;4;-4.2140;0.0000;Running;1.8338;17;0.1500;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 10:10:16.8622;2315;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;4;-4.2140;0.0000;Running;1.8338;16;0.2000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-28 10:10:16.9929;2323;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6419;4;(0.723 0.642 0.763 0.776 0.728 0.710 0.762 0.762 );NULL
InputWindowChange;2021-01-28 10:10:23.0736;2680;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Open;5;0.0000;0.0000;Running;3.9152;16;0.2000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 10:10:25.6596;2832;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8042;5;(0.767 0.771 0.804 0.707 0.717 0.748 0.767 0.771 );NULL
InputWindowChange;2021-01-28 10:10:25.6596;2832;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;5;-2.4136;0.0000;Running;3.9152;16;0.2000;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 10:10:25.6606;2832;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Closed;5;-2.4136;0.0000;Running;3.9152;15;0.2500;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;NULL;AccInput
Rest;2021-01-28 10:10:26.3274;2871;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6983;5;(0.810 0.801 0.787 0.722 0.698 0.814 0.807 0.794 );NULL
InputWindowChange;2021-01-28 10:10:30.0831;3092;d19eabb728a0c2ff97dd8f4770290592;anonymous;NULL;Open;6;0.0000;0.0000;Running;3.5126;15;0.2500;0;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 10:10:33.0966;3268;d19eabb728a0c2ff97dd8f4770290592;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7390;6;(0.714 0.760 0.759 0.772 0.766 0.767 0.783 0.739 );NULL
