Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2021-01-26 11:23:55.8448;1;e4cd4307fb6cc1e34994a0996e30bead;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-26 11:23:58.4141;17;e4cd4307fb6cc1e34994a0996e30bead;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-26 11:23:58.6345;18;e4cd4307fb6cc1e34994a0996e30bead;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-26 11:24:07.5998;471;e4cd4307fb6cc1e34994a0996e30bead;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 11:24:09.5853;589;e4cd4307fb6cc1e34994a0996e30bead;anonymous;NULL;Open;0;0.0000;0.0000;Running;3.6637;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 11:24:14.5996;886;e4cd4307fb6cc1e34994a0996e30bead;anonymous;NULL;Closed;0;0.0158;0.0000;Running;3.6637;10;0.0000;0;0.0000;10;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-26 11:24:14.6105;886;e4cd4307fb6cc1e34994a0996e30bead;anonymous;NULL;Closed;0;0.0158;0.0000;Running;3.6637;11;0.0000;0;0.0000;8;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-26 11:24:16.5951;1004;e4cd4307fb6cc1e34994a0996e30bead;anonymous;NULL;Open;1;0.0000;0.0000;Running;4.1863;11;0.0000;0;0.0000;8;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 11:24:21.5988;1301;e4cd4307fb6cc1e34994a0996e30bead;anonymous;NULL;Closed;1;0.0038;0.0000;Running;4.1863;11;0.0000;0;0.0000;8;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-26 11:24:21.6057;1301;e4cd4307fb6cc1e34994a0996e30bead;anonymous;NULL;Closed;1;0.0038;0.0000;Running;4.1863;12;0.0000;0;0.0000;6;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
