Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;TrialGoal
BCIStateUpdated;2021-01-28 11:42:55.1663;1;32495a68aaf4d7043bfc323dc0594fca;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:42:57.8909;11;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 11:42:58.0101;21;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 11:42:59.5904;127;32495a68aaf4d7043bfc323dc0594fca;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-28 11:43:01.7319;276;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6015;1;NULL
Rest;2021-01-28 11:43:01.7419;277;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5998;1;NULL
MotorImagery;2021-01-28 11:43:01.7509;278;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6243;2;NULL
Rest;2021-01-28 11:43:02.0850;303;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5862;2;NULL
MotorImagery;2021-01-28 11:43:05.3054;541;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6394;3;NULL
Rest;2021-01-28 11:43:05.8041;576;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5906;3;NULL
MotorImagery;2021-01-28 11:43:07.2378;683;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6583;4;NULL
InputWindowChange;2021-01-28 11:43:07.9954;739;32495a68aaf4d7043bfc323dc0594fca;anonymous;NULL;Open;0;0.0000;0.0000;Running;1.5355;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
Rest;2021-01-28 11:43:08.8795;805;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5767;4;NULL
MotorImagery;2021-01-28 11:43:09.2698;831;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6282;5;NULL
InputWindowChange;2021-01-28 11:43:09.2698;831;32495a68aaf4d7043bfc323dc0594fca;anonymous;NULL;Closed;0;-2.7042;0.0000;Running;1.5355;20;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-28 11:43:09.2728;831;32495a68aaf4d7043bfc323dc0594fca;anonymous;NULL;Closed;0;-2.7042;0.0000;Running;1.5355;19;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;AccInput
Rest;2021-01-28 11:43:12.2030;1045;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5891;5;NULL
MotorImagery;2021-01-28 11:43:14.2368;1183;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6100;6;NULL
Rest;2021-01-28 11:43:14.4263;1195;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5929;6;NULL
MotorImagery;2021-01-28 11:43:14.4951;1199;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6012;7;NULL
Rest;2021-01-28 11:43:14.9550;1220;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.4701;7;NULL
MotorImagery;2021-01-28 11:43:16.8073;1342;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6026;8;NULL
Rest;2021-01-28 11:43:17.0387;1359;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5675;8;NULL
MotorImagery;2021-01-28 11:43:19.0986;1506;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6108;9;NULL
Rest;2021-01-28 11:43:19.2393;1515;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5941;9;NULL
MotorImagery;2021-01-28 11:43:19.3789;1524;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6171;10;NULL
InputWindowChange;2021-01-28 11:43:19.6741;1542;32495a68aaf4d7043bfc323dc0594fca;anonymous;NULL;Open;1;-2.7042;0.0000;Running;1.5536;19;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
Rest;2021-01-28 11:43:19.7279;1545;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5801;10;NULL
MotorImagery;2021-01-28 11:43:19.8634;1554;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6146;11;NULL
InputWindowChange;2021-01-28 11:43:19.8644;1554;32495a68aaf4d7043bfc323dc0594fca;anonymous;NULL;Closed;1;-6.4920;0.0000;Running;1.5536;19;0.0500;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-28 11:43:19.8664;1554;32495a68aaf4d7043bfc323dc0594fca;anonymous;NULL;Closed;1;-6.4920;0.0000;Running;1.5536;18;0.1000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;AccInput
Rest;2021-01-28 11:43:22.9354;1773;32495a68aaf4d7043bfc323dc0594fca;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5863;11;NULL
