Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2021-01-25 15:38:53.6936;1;9b8864ff1e9511fea4238e4e183baf51;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-25 15:38:56.2487;44;9b8864ff1e9511fea4238e4e183baf51;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-25 15:38:56.2629;46;9b8864ff1e9511fea4238e4e183baf51;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-25 15:39:02.8338;985;9b8864ff1e9511fea4238e4e183baf51;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:39:04.8269;1270;9b8864ff1e9511fea4238e4e183baf51;anonymous;NULL;Open;0;0.0000;0.0000;Running;2.2392;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:39:09.8322;1987;9b8864ff1e9511fea4238e4e183baf51;anonymous;NULL;Closed;0;0.0063;0.0000;Running;2.2392;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-25 15:39:09.8342;1987;9b8864ff1e9511fea4238e4e183baf51;anonymous;NULL;Closed;0;0.0063;0.0000;Running;2.2392;10;0.0000;6;0.0000;3;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;RejInput;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:39:11.8305;2273;9b8864ff1e9511fea4238e4e183baf51;anonymous;NULL;Open;1;0.0000;0.0000;Running;2.5311;10;0.0000;6;0.0000;3;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:39:14.3664;2636;9b8864ff1e9511fea4238e4e183baf51;anonymous;NULL;Closed;1;-2.4641;0.0000;Running;2.5311;10;0.0000;6;0.0000;3;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-25 15:39:14.3674;2636;9b8864ff1e9511fea4238e4e183baf51;anonymous;NULL;Closed;1;-2.4641;0.0000;Running;2.5311;10;0.0000;5;0.0500;3;0.0500;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput;NULL;NULL;NULL
