Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2021-01-28 15:58:51.6312;1;e3bde4a9672976b67a5041322066fe71;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 15:58:54.1920;19;e3bde4a9672976b67a5041322066fe71;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 15:58:55.7770;26;e3bde4a9672976b67a5041322066fe71;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 15:59:00.7625;259;e3bde4a9672976b67a5041322066fe71;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 15:59:02.7566;370;e3bde4a9672976b67a5041322066fe71;anonymous;NULL;Open;0;0.0000;0.0000;Running;3.0353;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 15:59:07.7671;668;e3bde4a9672976b67a5041322066fe71;anonymous;NULL;Closed;0;0.0164;0.0000;Running;3.0353;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 15:59:07.7711;668;e3bde4a9672976b67a5041322066fe71;anonymous;NULL;Closed;0;0.0164;0.0000;Running;3.0353;14;0.0000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
MotorImagery;2021-01-28 15:59:09.0027;741;e3bde4a9672976b67a5041322066fe71;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7563;1;(0.743 0.764 0.755 0.731 0.733 0.748 0.756 0.729 )
Rest;2021-01-28 15:59:09.6410;779;e3bde4a9672976b67a5041322066fe71;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6240;1;(0.624 0.762 0.754 0.789 0.775 0.782 0.715 0.675 )
InputWindowChange;2021-01-28 15:59:09.7597;786;e3bde4a9672976b67a5041322066fe71;anonymous;NULL;Open;1;0.0000;0.0000;Running;3.9004;14;0.0000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 15:59:14.7613;1083;e3bde4a9672976b67a5041322066fe71;anonymous;NULL;Closed;1;0.0023;0.0000;Running;3.9004;14;0.0000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
GameDecision;2021-01-28 15:59:14.7633;1083;e3bde4a9672976b67a5041322066fe71;anonymous;NULL;Closed;1;0.0023;0.0000;Running;3.9004;14;0.0000;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL;NULL
InputWindowChange;2021-01-28 15:59:16.7711;1184;e3bde4a9672976b67a5041322066fe71;anonymous;NULL;Open;2;0.0000;0.0000;Running;4.2956;14;0.0000;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 15:59:21.0689;1438;e3bde4a9672976b67a5041322066fe71;anonymous;NULL;Closed;2;-0.7024;0.0000;Running;4.2956;14;0.0000;6;0.0000;0;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL;NULL
