Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;BCIThresholdBuffer;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
BCIStateUpdated;2021-01-28 14:58:31.9652;1;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 14:58:34.5441;16;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 14:58:34.6600;23;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 14:58:39.9042;239;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.7894;1;(0.789 0.763 0.823 0.824 0.807 0.763 0.757 0.793 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 14:58:40.1236;249;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Closed;0;0.0000;0.0000;Running;0.0000;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-28 14:58:40.1515;251;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.6488;1;(0.789 0.743 0.746 0.711 0.649 0.763 0.757 0.793 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 14:58:42.0929;357;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Open;0;0.0000;0.0000;Running;1.3990;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-28 14:58:42.5891;383;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.8052;2;(0.724 0.732 0.759 0.772 0.805 0.710 0.717 0.749 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 14:58:42.5940;383;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Closed;0;-4.4989;0.0000;Running;1.3990;14;0.0000;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 14:58:42.5960;383;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Closed;0;-4.4989;0.0000;Running;1.3990;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-28 14:58:42.8434;398;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.6361;2;(0.719 0.636 0.759 0.772 0.805 0.768 0.812 0.791 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 14:58:44.2663;482;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.7824;3;(0.771 0.782 0.742 0.762 0.776 0.737 0.716 0.738 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 14:58:45.1378;534;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.6405;3;(0.640 0.844 0.826 0.811 0.773 0.748 0.701 0.707 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 14:58:48.8533;753;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.7638;4;(0.731 0.726 0.719 0.745 0.744 0.768 0.764 0.710 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 14:58:49.0996;768;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Open;1;0.0000;0.0000;Running;3.6336;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-28 14:58:52.1596;948;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.6891;4;(0.782 0.764 0.784 0.772 0.689 0.885 0.859 0.815 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 14:58:54.1066;1063;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Closed;1;0.0055;0.0000;Running;3.6336;13;0.0500;6;0.0000;0;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 14:58:54.1076;1063;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Closed;1;0.0055;0.0000;Running;3.6336;13;0.0500;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
MotorImagery;2021-01-28 14:58:54.5945;1091;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.8038;5;(0.784 0.773 0.826 0.849 0.825 0.831 0.804 0.743 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 14:58:54.8378;1105;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.5824;5;(0.760 0.582 0.826 0.849 0.825 0.831 0.804 0.779 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 14:58:56.1081;1180;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Open;2;0.0000;0.0000;Running;4.5703;13;0.0500;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-28 14:58:56.2826;1190;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.9336;6;(0.916 0.921 0.934 0.810 0.886 0.899 0.900 0.899 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 14:58:56.2846;1190;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Closed;2;-4.8304;0.0000;Running;4.5703;13;0.0500;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 14:58:56.2876;1190;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Closed;2;-4.8304;0.0000;Running;4.5703;12;0.1000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-28 14:58:57.3179;1242;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.6930;6;(0.855 0.810 0.773 0.693 0.902 0.891 0.890 0.884 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 14:59:03.0146;1565;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.8119;7;(0.827 0.812 0.748 0.736 0.748 0.791 0.791 0.825 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 14:59:03.1233;1571;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Open;3;0.0000;0.0000;Running;3.6359;12;0.1000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-28 14:59:04.3226;1641;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.6994;7;(0.699 0.826 0.830 0.870 0.834 0.826 0.772 0.749 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-28 14:59:05.5894;1715;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.8835;8;(0.847 0.826 0.825 0.868 0.884 0.727 0.738 0.786 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-28 14:59:06.6048;1775;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;ReceivingData;0.6760;8;(0.913 0.828 0.765 0.763 0.744 0.741 0.676 0.935 );NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-28 14:59:06.7734;1785;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Closed;3;-1.3497;0.0000;Running;3.6359;12;0.1000;6;0.0000;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-28 14:59:06.7744;1785;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Closed;3;-1.3497;0.0000;Running;3.6359;12;0.1000;5;0.0500;0;0.0500;0;0.0000;0;0.0000;0;0.0000;FabInput;FabInput
InputWindowChange;2021-01-28 14:59:10.1373;1980;6e0c9ffbe13bb34f5f2423c1b5719579;anonymous;NULL;NULL;NULL;NULL;Open;4;0.0000;0.0000;Running;4.3614;12;0.1000;5;0.0500;0;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
