Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;TrialGoal
BCIStateUpdated;2021-01-28 10:34:08.2056;1;0aac3e4adc7a7d49031669c13b8e7cf6;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 10:34:10.9860;10;0aac3e4adc7a7d49031669c13b8e7cf6;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2021-01-28 10:34:11.0793;17;0aac3e4adc7a7d49031669c13b8e7cf6;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameRunning;2021-01-28 10:34:12.6767;133;0aac3e4adc7a7d49031669c13b8e7cf6;anonymous;NULL;Closed;0;0.0000;0.0000;Running;0.0000;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-28 10:34:20.9821;738;0aac3e4adc7a7d49031669c13b8e7cf6;anonymous;NULL;Open;0;0.0000;0.0000;Running;2.1331;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-28 10:34:22.5671;845;0aac3e4adc7a7d49031669c13b8e7cf6;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7231;1;NULL
InputWindowChange;2021-01-28 10:34:22.5750;845;0aac3e4adc7a7d49031669c13b8e7cf6;anonymous;NULL;Closed;0;-2.4109;0.0000;Running;2.1331;10;0.0000;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-28 10:34:22.5790;845;0aac3e4adc7a7d49031669c13b8e7cf6;anonymous;NULL;Closed;0;-2.4109;0.0000;Running;2.1331;9;0.0500;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;AccInput
Rest;2021-01-28 10:34:22.6010;847;0aac3e4adc7a7d49031669c13b8e7cf6;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6621;1;NULL
InputWindowChange;2021-01-28 10:34:32.8620;1534;0aac3e4adc7a7d49031669c13b8e7cf6;anonymous;NULL;Open;1;-2.4109;0.0000;Running;2.4711;9;0.0500;6;0.0000;4;0.0000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
